Sample;Speech;Noise;SNR;STOI orig.;STOI pred.;eSTOI orig.;eSTOI pred.;PESQ orig.;PESQ pred.
660;DR4-FDMS0-SA1;Metro;-4;0.763;0.799;0.6;0.705;1.02;1.33
661;DR4-FDMS0-SA2;Copy machine;0;0.605;0.676;0.44;0.498;1.049;1.141
662;DR4-FDMS0-SI1218;Copy machine;-2;0.542;0.556;0.397;0.469;1.027;1.07
663;DR4-FDMS0-SI1502;Restaurant;-2;0.626;0.644;0.357;0.422;1.033;1.096
664;DR4-FDMS0-SI1848;Living room;-6;0.776;0.812;0.579;0.668;1.02;1.216
665;DR4-FDMS0-SX138;Cafeteria;-4;0.642;0.669;0.343;0.455;1.033;1.094
666;DR4-FDMS0-SX228;Meeting room;-4;0.663;0.635;0.49;0.454;1.053;1.203
667;DR4-FDMS0-SX318;Cafeteria;4;0.896;0.898;0.709;0.787;1.089;1.389
668;DR4-FDMS0-SX408;Subway station;-4;0.647;0.725;0.342;0.475;1.023;1.18
669;DR4-FDMS0-SX48;Hallway;-8;0.669;0.647;0.574;0.626;1.03;1.232
670;DR4-FEDW0-SA1;Copy machine;-2;0.545;0.593;0.289;0.329;1.024;1.07
671;DR4-FEDW0-SA2;Traffic;6;0.871;0.898;0.654;0.761;1.049;2.301
672;DR4-FEDW0-SI1084;Meeting room;-4;0.634;0.661;0.377;0.446;1.026;1.121
673;DR4-FEDW0-SI1653;Copy machine;-8;0.54;0.514;0.138;0.149;1.032;1.059
674;DR4-FEDW0-SI1714;Sports Field;6;0.87;0.892;0.717;0.748;1.027;2.105
675;DR4-FEDW0-SX184;Speech-shaped noise;-8;0.465;0.553;0.175;0.169;1.034;1.064
676;DR4-FEDW0-SX274;Traffic;0;0.797;0.834;0.506;0.591;1.026;1.579
677;DR4-FEDW0-SX364;River;-4;0.545;0.619;0.256;0.293;1.023;1.139
678;DR4-FEDW0-SX4;River;-4;0.72;0.739;0.548;0.555;1.034;1.427
679;DR4-FEDW0-SX94;River;-8;0.785;0.846;0.619;0.709;1.027;1.604
680;DR4-FGJD0-SA1;Subway station;-8;0.561;0.641;0.295;0.444;1.02;1.105
681;DR4-FGJD0-SA2;Living room;-4;0.657;0.723;0.458;0.527;1.021;1.21
682;DR4-FGJD0-SI1179;River;6;0.873;0.923;0.725;0.814;1.135;2.174
683;DR4-FGJD0-SI549;Living room;6;0.842;0.886;0.574;0.703;1.066;1.665
684;DR4-FGJD0-SI818;City park;-4;0.699;0.751;0.454;0.579;1.024;1.201
685;DR4-FGJD0-SX189;City park;-8;0.442;0.419;0.239;0.25;1.022;1.032
686;DR4-FGJD0-SX279;Living room;6;0.892;0.912;0.72;0.78;1.08;2.145
687;DR4-FGJD0-SX369;Metro;-6;0.632;0.735;0.427;0.478;1.025;1.396
688;DR4-FGJD0-SX99;Cafeteria;-4;0.657;0.708;0.379;0.484;1.031;1.148
689;DR4-FGJD0-SX9;Town square;0;0.674;0.728;0.497;0.567;1.034;1.269
690;DR4-FJLM0-SA1;Meeting room;0;0.768;0.809;0.521;0.615;1.057;1.268
691;DR4-FJLM0-SA2;River;0;0.897;0.914;0.745;0.797;1.083;2.073
692;DR4-FJLM0-SI1043;Sports Field;-4;0.918;0.946;0.722;0.852;1.039;2.205
693;DR4-FJLM0-SI1673;Traffic;4;0.881;0.905;0.624;0.706;1.044;1.928
694;DR4-FJLM0-SI2303;Meeting room;6;0.864;0.884;0.686;0.748;1.062;1.752
695;DR4-FJLM0-SX143;Restaurant;-6;0.501;0.513;0.149;0.196;1.026;1.037
696;DR4-FJLM0-SX233;Copy machine;0;0.626;0.631;0.361;0.395;1.027;1.079
697;DR4-FJLM0-SX323;River;-8;0.629;0.693;0.357;0.41;1.021;1.213
698;DR4-FJLM0-SX413;Hallway;-4;0.955;0.959;0.822;0.89;1.141;2.477
699;DR4-FJLM0-SX53;Restaurant;0;0.659;0.68;0.4;0.45;1.042;1.096
700;DR4-FJMG0-SA1;Sports Field;-2;0.908;0.925;0.838;0.87;1.033;2.686
701;DR4-FJMG0-SA2;Subway station;2;0.695;0.705;0.541;0.568;1.022;1.319
702;DR4-FJMG0-SI1181;Bus;2;0.909;0.905;0.845;0.842;1.056;2.634
703;DR4-FJMG0-SI1811;Restaurant;4;0.702;0.731;0.446;0.505;1.046;1.252
704;DR4-FJMG0-SI551;Copy machine;-4;0.523;0.493;0.286;0.256;1.021;1.036
705;DR4-FJMG0-SX101;Restaurant;6;0.694;0.715;0.492;0.532;1.044;1.177
706;DR4-FJMG0-SX11;Metro;0;0.744;0.772;0.664;0.7;1.016;1.354
707;DR4-FJMG0-SX191;River;2;0.605;0.64;0.369;0.427;1.028;1.201
708;DR4-FJMG0-SX281;Metro;-4;0.672;0.696;0.455;0.515;1.068;1.062
709;DR4-FJMG0-SX371;Town square;-6;0.816;0.811;0.627;0.67;1.023;1.472
710;DR4-FLBW0-SA1;City park;2;0.778;0.837;0.664;0.769;1.034;1.392
711;DR4-FLBW0-SA2;Meeting room;2;0.709;0.734;0.532;0.57;1.062;1.224
712;DR4-FLBW0-SI1219;Living room;6;0.865;0.876;0.725;0.787;1.08;1.713
713;DR4-FLBW0-SI1849;Cafeteria;-4;0.596;0.613;0.324;0.33;1.023;1.076
714;DR4-FLBW0-SI2253;Subway station;4;0.881;0.913;0.599;0.718;1.054;1.551
715;DR4-FLBW0-SX139;Cafeteria;-4;0.586;0.64;0.335;0.4;1.024;1.116
716;DR4-FLBW0-SX229;Copy machine;-8;0.461;0.469;0.205;0.147;1.019;1.027
717;DR4-FLBW0-SX319;Speech-shaped noise;-8;0.462;0.514;0.178;0.214;1.035;1.078
718;DR4-FLBW0-SX409;Traffic;2;0.894;0.913;0.707;0.801;1.028;1.639
719;DR4-FLBW0-SX49;River;6;0.904;0.928;0.793;0.859;1.044;2.141
720;DR4-FLKD0-SA1;Speech-shaped noise;4;0.751;0.809;0.534;0.656;1.111;1.504
721;DR4-FLKD0-SA2;Traffic;-2;0.83;0.879;0.635;0.748;1.023;1.755
722;DR4-FLKD0-SI1369;Metro;2;0.879;0.918;0.738;0.8;1.101;1.789
723;DR4-FLKD0-SI739;Restaurant;0;0.672;0.744;0.318;0.409;1.043;1.196
724;DR4-FLKD0-SI894;Copy machine;0;0.617;0.728;0.48;0.58;1.075;1.192
725;DR4-FLKD0-SX109;Bus;-2;0.933;0.938;0.835;0.863;1.058;2.434
726;DR4-FLKD0-SX199;Subway station;-6;0.622;0.729;0.345;0.503;1.024;1.153
727;DR4-FLKD0-SX19;Metro;-6;0.726;0.812;0.524;0.65;1.026;1.341
728;DR4-FLKD0-SX289;River;-8;0.506;0.624;0.224;0.335;1.028;1.094
729;DR4-FLKD0-SX379;Hallway;4;0.913;0.932;0.759;0.851;1.248;2.155
730;DR4-FMAF0-SA1;Sports Field;-4;0.934;0.952;0.823;0.891;1.038;2.296
731;DR4-FMAF0-SA2;Copy machine;-6;0.496;0.529;0.213;0.235;1.028;1.098
732;DR4-FMAF0-SI1459;Traffic;-2;0.755;0.831;0.423;0.549;1.044;1.393
733;DR4-FMAF0-SI2089;Copy machine;-8;0.544;0.585;0.245;0.32;1.029;1.096
734;DR4-FMAF0-SI829;Restaurant;-8;0.461;0.447;0.131;0.16;1.03;1.06
735;DR4-FMAF0-SX109;City park;-2;0.808;0.872;0.501;0.679;1.04;1.523
736;DR4-FMAF0-SX199;River;-6;0.643;0.751;0.36;0.498;1.037;1.213
737;DR4-FMAF0-SX19;River;0;0.807;0.848;0.466;0.597;1.056;1.379
738;DR4-FMAF0-SX289;City park;-8;0.53;0.686;0.344;0.412;1.022;1.133
739;DR4-FMAF0-SX379;Metro;-4;0.678;0.792;0.349;0.524;1.056;1.318
740;DR4-FMCM0-SA1;City park;-6;0.651;0.702;0.373;0.449;1.018;1.126
741;DR4-FMCM0-SA2;Copy machine;-6;0.586;0.628;0.369;0.403;1.023;1.116
742;DR4-FMCM0-SI1180;Metro;-4;0.715;0.772;0.441;0.558;1.038;1.138
743;DR4-FMCM0-SI1810;Meeting room;-2;0.692;0.674;0.442;0.415;1.024;1.182
744;DR4-FMCM0-SI550;Cafeteria;-4;0.691;0.731;0.37;0.435;1.032;1.144
745;DR4-FMCM0-SX100;Sports Field;6;0.905;0.927;0.71;0.823;1.054;2.366
746;DR4-FMCM0-SX10;City park;2;0.819;0.867;0.617;0.7;1.035;1.693
747;DR4-FMCM0-SX190;Copy machine;-6;0.434;0.417;0.264;0.249;1.024;1.039
748;DR4-FMCM0-SX280;Copy machine;-2;0.525;0.608;0.281;0.368;1.024;1.059
749;DR4-FMCM0-SX370;Metro;-6;0.619;0.673;0.366;0.421;1.021;1.095
750;DR4-FNMR0-SA1;Living room;-4;0.771;0.82;0.515;0.648;1.023;1.281
751;DR4-FNMR0-SA2;Copy machine;-6;0.447;0.504;0.226;0.247;1.031;1.078
752;DR4-FNMR0-SI1399;Cafeteria;4;0.806;0.849;0.58;0.647;1.048;1.488
753;DR4-FNMR0-SI2029;Subway station;-4;0.611;0.717;0.341;0.491;1.024;1.285
754;DR4-FNMR0-SI769;Copy machine;2;0.692;0.805;0.555;0.636;1.085;1.265
755;DR4-FNMR0-SX139;City park;6;0.852;0.909;0.646;0.761;1.062;1.878
756;DR4-FNMR0-SX229;Sports Field;-6;0.867;0.91;0.612;0.795;1.03;1.666
757;DR4-FNMR0-SX319;Restaurant;0;0.605;0.662;0.323;0.331;1.029;1.09
758;DR4-FNMR0-SX409;Cafeteria;6;0.848;0.868;0.598;0.675;1.069;1.525
759;DR4-FNMR0-SX49;Sports Field;6;0.957;0.962;0.881;0.913;1.14;2.968
760;DR4-FREW0-SA1;Meeting room;-8;0.465;0.437;0.24;0.237;1.019;1.043
761;DR4-FREW0-SA2;Living room;2;0.749;0.787;0.605;0.638;1.037;1.315
762;DR4-FREW0-SI1030;Hallway;2;0.977;0.981;0.922;0.943;1.521;2.532
763;DR4-FREW0-SI1280;Meeting room;-6;0.605;0.599;0.339;0.34;1.023;1.065
764;DR4-FREW0-SI1910;Hallway;-2;0.885;0.919;0.72;0.809;1.106;2.032
765;DR4-FREW0-SX110;Cafeteria;6;0.796;0.835;0.546;0.632;1.105;1.393
766;DR4-FREW0-SX200;Meeting room;-6;0.659;0.658;0.313;0.358;1.029;1.122
767;DR4-FREW0-SX20;Speech-shaped noise;-6;0.404;0.493;0.176;0.286;1.037;1.062
768;DR4-FREW0-SX290;Restaurant;0;0.651;0.683;0.319;0.379;1.04;1.094
769;DR4-FREW0-SX380;Living room;-2;0.796;0.824;0.533;0.624;1.03;1.153
770;DR4-FRNG0-SA1;Meeting room;-2;0.687;0.671;0.458;0.434;1.019;1.129
771;DR4-FRNG0-SA2;City park;-4;0.599;0.638;0.434;0.503;1.02;1.114
772;DR4-FRNG0-SI1355;Sports Field;4;0.889;0.895;0.757;0.776;1.046;2.248
773;DR4-FRNG0-SI1985;Hallway;-8;0.843;0.854;0.661;0.665;1.038;2.005
774;DR4-FRNG0-SI725;River;2;0.718;0.762;0.503;0.545;1.028;1.225
775;DR4-FRNG0-SX185;Subway station;-4;0.517;0.514;0.405;0.385;1.016;1.06
776;DR4-FRNG0-SX275;Cafeteria;-6;0.572;0.627;0.254;0.301;1.022;1.036
777;DR4-FRNG0-SX365;City park;0;0.737;0.777;0.506;0.548;1.027;1.233
778;DR4-FRNG0-SX5;Restaurant;2;0.622;0.617;0.429;0.448;1.039;1.122
779;DR4-FRNG0-SX95;Restaurant;4;0.756;0.739;0.509;0.523;1.035;1.107
780;DR4-FSEM0-SA1;Bus;4;0.907;0.916;0.818;0.849;1.024;2.674
781;DR4-FSEM0-SA2;Subway station;-4;0.561;0.618;0.356;0.408;1.023;1.071
782;DR4-FSEM0-SI1198;Town square;2;0.871;0.827;0.737;0.67;1.031;1.853
783;DR4-FSEM0-SI1828;River;-6;0.809;0.847;0.616;0.674;1.034;1.555
784;DR4-FSEM0-SI568;Hallway;6;0.928;0.935;0.844;0.864;1.137;2.722
785;DR4-FSEM0-SX118;City park;-8;0.64;0.658;0.449;0.48;1.019;1.266
786;DR4-FSEM0-SX208;Hallway;0;0.74;0.805;0.579;0.647;1.039;1.487
787;DR4-FSEM0-SX28;River;0;0.743;0.773;0.507;0.537;1.035;1.21
788;DR4-FSEM0-SX298;Town square;-2;0.867;0.863;0.738;0.745;1.03;1.839
789;DR4-FSEM0-SX388;Metro;2;0.788;0.8;0.659;0.678;1.053;1.561
790;DR4-MBNS0-SA1;River;0;0.748;0.807;0.539;0.661;1.09;1.553
791;DR4-MBNS0-SA2;Town square;-6;0.735;0.811;0.492;0.581;1.031;1.654
792;DR4-MBNS0-SI1220;Sports Field;-4;0.878;0.933;0.754;0.861;1.034;2.564
793;DR4-MBNS0-SI1850;River;4;0.893;0.91;0.782;0.814;1.179;2.311
794;DR4-MBNS0-SI590;River;0;0.972;0.977;0.901;0.937;1.099;2.642
795;DR4-MBNS0-SX140;Subway station;-6;0.587;0.695;0.333;0.465;1.035;1.193
796;DR4-MBNS0-SX230;Metro;6;0.94;0.948;0.858;0.891;1.827;3.058
797;DR4-MBNS0-SX320;Hallway;-2;0.745;0.868;0.534;0.674;1.057;1.67
798;DR4-MBNS0-SX410;Bus;0;0.973;0.976;0.88;0.916;1.507;2.882
799;DR4-MBNS0-SX50;Cafeteria;-8;0.544;0.619;0.207;0.245;1.033;1.106
800;DR4-MDLS0-SA1;Sports Field;-6;0.781;0.857;0.557;0.7;1.019;1.691
801;DR4-MDLS0-SA2;Cafeteria;4;0.939;0.947;0.828;0.874;1.253;2.804
802;DR4-MDLS0-SI1628;Restaurant;6;0.721;0.771;0.458;0.496;1.169;1.583
803;DR4-MDLS0-SI2258;Living room;2;0.77;0.835;0.582;0.623;1.034;1.403
804;DR4-MDLS0-SI998;Speech-shaped noise;6;0.847;0.891;0.523;0.681;1.142;1.852
805;DR4-MDLS0-SX188;Restaurant;-8;0.373;0.372;0.127;0.108;1.032;1.054
806;DR4-MDLS0-SX278;Town square;2;0.86;0.895;0.683;0.771;1.091;1.828
807;DR4-MDLS0-SX368;Meeting room;-8;0.55;0.56;0.382;0.365;1.027;1.188
808;DR4-MDLS0-SX8;River;2;0.651;0.741;0.463;0.556;1.065;1.238
809;DR4-MDLS0-SX98;Living room;2;0.852;0.885;0.477;0.584;1.118;1.765
810;DR4-MDRM0-SA1;Meeting room;-2;0.613;0.684;0.445;0.502;1.054;1.218
811;DR4-MDRM0-SA2;Hallway;0;0.899;0.906;0.734;0.79;1.161;2.234
812;DR4-MDRM0-SI1013;Bus;-2;0.959;0.962;0.884;0.896;1.634;2.443
813;DR4-MDRM0-SI1643;Traffic;-8;0.718;0.822;0.457;0.582;1.021;1.356
814;DR4-MDRM0-SI2273;Speech-shaped noise;-2;0.598;0.675;0.279;0.371;1.069;1.307
815;DR4-MDRM0-SX113;Speech-shaped noise;2;0.786;0.88;0.444;0.574;1.147;1.518
816;DR4-MDRM0-SX203;Cafeteria;-6;0.491;0.532;0.203;0.227;1.033;1.121
817;DR4-MDRM0-SX23;Sports Field;0;0.942;0.948;0.869;0.89;1.131;2.865
818;DR4-MDRM0-SX293;Living room;0;0.87;0.887;0.596;0.682;1.069;1.514
819;DR4-MDRM0-SX383;Copy machine;-2;0.578;0.569;0.354;0.363;1.036;1.072
820;DR4-MGMM0-SA1;Living room;-8;0.579;0.601;0.254;0.312;1.024;1.061
821;DR4-MGMM0-SA2;Traffic;2;0.884;0.908;0.674;0.737;1.09;1.884
822;DR4-MGMM0-SI1129;Traffic;4;0.938;0.957;0.741;0.837;1.119;2.273
823;DR4-MGMM0-SI1759;Subway station;0;0.728;0.832;0.384;0.592;1.038;1.307
824;DR4-MGMM0-SI499;Subway station;-8;0.537;0.621;0.217;0.292;1.03;1.18
825;DR4-MGMM0-SX139;Sports Field;4;0.919;0.951;0.745;0.843;1.103;2.48
826;DR4-MGMM0-SX229;Bus;-4;0.953;0.965;0.814;0.879;1.238;3.018
827;DR4-MGMM0-SX319;Traffic;-4;0.744;0.837;0.335;0.535;1.026;1.398
828;DR4-MGMM0-SX409;Copy machine;2;0.733;0.852;0.451;0.594;1.091;1.222
829;DR4-MGMM0-SX49;Metro;2;0.735;0.77;0.425;0.449;1.157;1.365
830;DR4-MJDM1-SA1;Restaurant;-6;0.471;0.511;0.172;0.218;1.024;1.047
831;DR4-MJDM1-SA2;Bus;-8;0.92;0.935;0.81;0.862;1.112;3.164
832;DR4-MJDM1-SI1085;Meeting room;-6;0.632;0.635;0.346;0.39;1.07;1.196
833;DR4-MJDM1-SI1715;Meeting room;-2;0.629;0.673;0.418;0.454;1.033;1.21
834;DR4-MJDM1-SI455;Speech-shaped noise;4;0.788;0.867;0.528;0.704;1.145;1.741
835;DR4-MJDM1-SX185;Traffic;-8;0.682;0.731;0.559;0.56;1.019;1.498
836;DR4-MJDM1-SX275;Sports Field;-6;0.84;0.888;0.663;0.752;1.035;1.962
837;DR4-MJDM1-SX365;Town square;-4;0.857;0.895;0.628;0.728;1.037;1.759
838;DR4-MJDM1-SX5;Sports Field;6;0.984;0.978;0.962;0.95;1.163;3.332
839;DR4-MJDM1-SX95;Sports Field;2;0.923;0.951;0.77;0.883;1.069;2.876
840;DR4-MJRF0-SA1;Traffic;0;0.825;0.881;0.604;0.728;1.031;1.766
841;DR4-MJRF0-SA2;Subway station;-4;0.699;0.781;0.483;0.573;1.034;1.53
842;DR4-MJRF0-SI1114;Town square;2;0.865;0.938;0.62;0.832;1.034;1.718
843;DR4-MJRF0-SI2081;Cafeteria;-2;0.559;0.614;0.356;0.457;1.044;1.254
844;DR4-MJRF0-SI821;Cafeteria;2;0.851;0.896;0.579;0.652;1.111;1.524
845;DR4-MJRF0-SX101;Town square;-4;0.76;0.83;0.445;0.57;1.031;1.406
846;DR4-MJRF0-SX11;Speech-shaped noise;6;0.711;0.773;0.537;0.568;1.234;1.804
847;DR4-MJRF0-SX191;Traffic;0;0.747;0.821;0.525;0.626;1.031;1.745
848;DR4-MJRF0-SX281;Sports Field;0;0.907;0.94;0.695;0.824;1.052;2.085
849;DR4-MJRF0-SX371;Bus;6;0.992;0.983;0.96;0.938;2.136;3.193
850;DR4-MKCL0-SA1;River;6;0.851;0.892;0.683;0.76;1.228;1.998
851;DR4-MKCL0-SA2;Bus;-6;0.771;0.841;0.596;0.699;1.027;1.693
852;DR4-MKCL0-SI1091;Living room;-4;0.818;0.883;0.561;0.725;1.043;1.673
853;DR4-MKCL0-SI1721;Cafeteria;-8;0.45;0.525;0.323;0.302;1.022;1.123
854;DR4-MKCL0-SI461;Living room;6;0.845;0.879;0.625;0.707;1.203;1.773
855;DR4-MKCL0-SX101;Speech-shaped noise;6;0.776;0.845;0.504;0.624;1.19;1.864
856;DR4-MKCL0-SX11;River;-6;0.374;0.445;0.187;0.169;1.032;1.084
857;DR4-MKCL0-SX191;Meeting room;4;0.757;0.809;0.519;0.562;1.1;1.553
858;DR4-MKCL0-SX281;Traffic;-6;0.776;0.866;0.423;0.587;1.027;1.428
859;DR4-MKCL0-SX371;Metro;-6;0.651;0.759;0.325;0.437;1.093;1.201
860;DR4-MLJB0-SA1;Hallway;-8;0.932;0.941;0.802;0.85;1.121;2.594
861;DR4-MLJB0-SA2;City park;4;0.79;0.843;0.607;0.694;1.182;1.906
862;DR4-MLJB0-SI1310;Sports Field;-6;0.85;0.905;0.505;0.66;1.036;1.777
863;DR4-MLJB0-SI1940;Town square;-6;0.795;0.845;0.583;0.687;1.028;2.009
864;DR4-MLJB0-SI680;City park;-4;0.818;0.864;0.515;0.622;1.047;1.749
865;DR4-MLJB0-SX140;Traffic;4;0.847;0.888;0.557;0.658;1.16;1.99
866;DR4-MLJB0-SX230;Living room;-8;0.619;0.716;0.29;0.375;1.038;1.332
867;DR4-MLJB0-SX320;City park;4;0.941;0.949;0.768;0.823;1.218;2.331
868;DR4-MLJB0-SX410;Copy machine;6;0.824;0.871;0.452;0.566;1.23;1.476
869;DR4-MLJB0-SX50;Metro;-4;0.732;0.843;0.303;0.455;1.041;1.344
870;DR4-MLLL0-SA1;Town square;-6;0.757;0.828;0.569;0.657;1.023;1.668
871;DR4-MLLL0-SA2;City park;-6;0.726;0.783;0.483;0.575;1.03;1.34
872;DR4-MLLL0-SI1363;Metro;2;0.819;0.88;0.556;0.71;1.036;1.613
873;DR4-MLLL0-SI1993;Cafeteria;-2;0.64;0.737;0.335;0.499;1.034;1.162
874;DR4-MLLL0-SI733;Cafeteria;-2;0.671;0.726;0.438;0.507;1.025;1.173
875;DR4-MLLL0-SX103;Traffic;-6;0.778;0.841;0.531;0.679;1.032;1.706
876;DR4-MLLL0-SX13;Hallway;6;0.898;0.926;0.798;0.853;1.091;2.284
877;DR4-MLLL0-SX193;Living room;-8;0.675;0.735;0.418;0.53;1.018;1.321
878;DR4-MLLL0-SX283;Speech-shaped noise;-8;0.501;0.665;0.174;0.34;1.039;1.094
879;DR4-MLLL0-SX373;Metro;-8;0.625;0.729;0.398;0.494;1.022;1.181
880;DR4-MPCS0-SA1;Cafeteria;-6;0.555;0.598;0.33;0.404;1.032;1.077
881;DR4-MPCS0-SA2;Copy machine;-6;0.521;0.602;0.341;0.369;1.1;1.212
882;DR4-MPCS0-SI1359;Hallway;-2;0.906;0.94;0.646;0.818;1.115;2.313
883;DR4-MPCS0-SI1989;River;-8;0.654;0.772;0.34;0.437;1.042;1.403
884;DR4-MPCS0-SI729;Metro;-4;0.862;0.898;0.636;0.748;1.125;1.808
885;DR4-MPCS0-SX189;Restaurant;-6;0.426;0.425;0.11;0.127;1.053;1.075
886;DR4-MPCS0-SX279;Living room;-6;0.689;0.8;0.414;0.557;1.025;1.397
887;DR4-MPCS0-SX369;Copy machine;2;0.462;0.569;0.206;0.297;1.084;1.202
888;DR4-MPCS0-SX99;Copy machine;6;0.698;0.822;0.409;0.511;1.173;1.369
889;DR4-MPCS0-SX9;Hallway;2;0.838;0.85;0.777;0.771;1.135;2.095
890;DR4-MPLB0-SA1;Sports Field;-4;0.876;0.928;0.668;0.786;1.047;2.057
891;DR4-MPLB0-SA2;Sports Field;-4;0.858;0.907;0.636;0.751;1.035;2.01
892;DR4-MPLB0-SI1394;Meeting room;-8;0.624;0.694;0.442;0.468;1.053;1.179
893;DR4-MPLB0-SI2024;River;4;0.758;0.827;0.484;0.622;1.185;1.499
894;DR4-MPLB0-SI764;Subway station;-8;0.519;0.647;0.225;0.314;1.029;1.218
895;DR4-MPLB0-SX134;River;-4;0.817;0.871;0.592;0.682;1.178;1.578
896;DR4-MPLB0-SX224;Hallway;-6;0.787;0.889;0.648;0.747;1.052;1.44
897;DR4-MPLB0-SX314;Living room;2;0.888;0.91;0.697;0.764;1.125;1.79
898;DR4-MPLB0-SX404;Restaurant;4;0.666;0.728;0.326;0.367;1.146;1.331
899;DR4-MPLB0-SX44;Hallway;4;0.93;0.942;0.78;0.838;1.497;2.5
900;DR4-MPWM0-SA1;Cafeteria;0;0.748;0.831;0.516;0.652;1.046;1.516
901;DR4-MPWM0-SA2;Restaurant;0;0.612;0.683;0.35;0.44;1.117;1.244
902;DR4-MPWM0-SI1127;Meeting room;-8;0.596;0.642;0.356;0.434;1.032;1.273
903;DR4-MPWM0-SI1757;Restaurant;4;0.752;0.825;0.399;0.483;1.105;1.535
904;DR4-MPWM0-SI2279;Subway station;2;0.835;0.913;0.597;0.733;1.098;1.587
905;DR4-MPWM0-SX137;Cafeteria;-2;0.603;0.66;0.333;0.365;1.045;1.169
906;DR4-MPWM0-SX227;Sports Field;-6;0.816;0.889;0.48;0.67;1.023;1.611
907;DR4-MPWM0-SX317;Speech-shaped noise;6;0.814;0.884;0.55;0.707;1.19;1.923
908;DR4-MPWM0-SX407;Speech-shaped noise;-4;0.577;0.757;0.235;0.439;1.042;1.26
909;DR4-MPWM0-SX47;Meeting room;4;0.784;0.857;0.54;0.655;1.111;1.496
910;DR4-MRKO0-SA1;City park;-2;0.532;0.631;0.416;0.487;1.024;1.152
911;DR4-MRKO0-SA2;City park;4;0.778;0.833;0.574;0.668;1.148;2.042
912;DR4-MRKO0-SI1397;Bus;4;0.95;0.962;0.813;0.865;1.534;1.958
913;DR4-MRKO0-SI2027;Living room;-4;0.693;0.726;0.424;0.471;1.035;1.276
914;DR4-MRKO0-SI767;Hallway;-6;0.776;0.85;0.567;0.682;1.062;1.734
915;DR4-MRKO0-SX137;Bus;0;0.973;0.976;0.902;0.932;1.638;3.274
916;DR4-MRKO0-SX227;Traffic;0;0.855;0.914;0.625;0.774;1.054;1.924
917;DR4-MRKO0-SX317;Town square;6;0.895;0.921;0.781;0.825;1.229;2.475
918;DR4-MRKO0-SX407;Subway station;-8;0.608;0.736;0.224;0.366;1.022;1.266
919;DR4-MRKO0-SX47;Copy machine;-6;0.44;0.492;0.143;0.17;1.037;1.098
920;DR4-MROA0-SA1;Bus;4;0.993;0.99;0.967;0.967;2.193;3.296
921;DR4-MROA0-SA2;River;0;0.85;0.865;0.614;0.67;1.139;1.623
922;DR4-MROA0-SI1307;Restaurant;4;0.817;0.813;0.57;0.649;1.199;1.351
923;DR4-MROA0-SI1970;Speech-shaped noise;6;0.809;0.822;0.582;0.606;1.388;1.758
924;DR4-MROA0-SI677;Cafeteria;-4;0.693;0.77;0.45;0.522;1.068;1.242
925;DR4-MROA0-SX137;Copy machine;-8;0.362;0.36;0.144;0.146;1.028;1.049
926;DR4-MROA0-SX227;Living room;6;0.931;0.937;0.669;0.767;1.234;1.902
927;DR4-MROA0-SX317;Town square;2;0.805;0.849;0.54;0.622;1.154;1.472
928;DR4-MROA0-SX407;Traffic;4;0.941;0.952;0.759;0.831;1.162;2.294
929;DR4-MROA0-SX47;Copy machine;-4;0.605;0.684;0.261;0.384;1.046;1.09
930;DR4-MTEB0-SA1;Sports Field;0;0.905;0.924;0.744;0.819;1.095;2.435
931;DR4-MTEB0-SA2;Sports Field;0;0.889;0.911;0.704;0.787;1.07;2.447
932;DR4-MTEB0-SI1133;Town square;-8;0.788;0.853;0.442;0.609;1.03;1.551
933;DR4-MTEB0-SI2064;Subway station;-4;0.678;0.755;0.363;0.439;1.038;1.366
934;DR4-MTEB0-SI503;River;2;0.793;0.881;0.558;0.742;1.175;1.705
935;DR4-MTEB0-SX143;Town square;-8;0.803;0.885;0.534;0.716;1.03;1.69
936;DR4-MTEB0-SX233;Cafeteria;-6;0.454;0.495;0.188;0.293;1.031;1.09
937;DR4-MTEB0-SX323;Speech-shaped noise;2;0.665;0.791;0.317;0.44;1.203;1.702
938;DR4-MTEB0-SX413;Subway station;-6;0.648;0.746;0.302;0.474;1.032;1.25
939;DR4-MTEB0-SX53;Bus;-4;0.946;0.956;0.798;0.864;1.091;2.598
940;DR4-MTLS0-SA1;Cafeteria;-2;0.906;0.926;0.694;0.778;1.217;1.338
941;DR4-MTLS0-SA2;Hallway;6;0.97;0.967;0.891;0.885;1.562;2.989
942;DR4-MTLS0-SI1370;Copy machine;6;0.799;0.868;0.552;0.603;1.195;1.455
943;DR4-MTLS0-SI2000;Meeting room;6;0.898;0.93;0.564;0.686;1.33;1.329
944;DR4-MTLS0-SI740;Cafeteria;6;0.837;0.852;0.466;0.581;1.2;1.719
945;DR4-MTLS0-SX110;Copy machine;-8;0.514;0.512;0.236;0.232;1.061;1.069
946;DR4-MTLS0-SX200;Restaurant;-8;0.49;0.55;0.104;0.174;1.038;1.055
947;DR4-MTLS0-SX20;Subway station;4;0.796;0.831;0.604;0.657;1.119;1.681
948;DR4-MTLS0-SX290;Copy machine;-2;0.599;0.679;0.278;0.373;1.076;1.139
949;DR4-MTLS0-SX380;Copy machine;0;0.637;0.687;0.216;0.332;1.058;1.093
950;DR5-FASW0-SA1;Restaurant;-2;0.563;0.606;0.215;0.291;1.032;1.082
