Sample;Speech;Noise;SNR;STOI orig.;STOI pred.;eSTOI orig.;eSTOI pred.;PESQ orig.;PESQ pred.
369;DR2-MWVW0-SX396;Bus;-4;0.97;0.977;0.891;0.941;1.174;2.959
370;DR3-FCMH0-SA1;Hallway;-8;0.714;0.777;0.44;0.573;1.021;1.386
371;DR3-FCMH0-SA2;River;-2;0.777;0.83;0.601;0.675;1.028;1.73
372;DR3-FCMH0-SI1454;Sports Field;-8;0.766;0.816;0.548;0.687;1.023;1.452
373;DR3-FCMH0-SI2084;Bus;-8;0.911;0.936;0.795;0.843;1.06;2.304
374;DR3-FCMH0-SI824;Hallway;4;0.953;0.952;0.847;0.868;1.108;2.61
375;DR3-FCMH0-SX104;Copy machine;4;0.743;0.754;0.498;0.515;1.035;1.206
376;DR3-FCMH0-SX14;Metro;6;0.92;0.926;0.776;0.835;1.082;2.134
377;DR3-FCMH0-SX194;Restaurant;0;0.642;0.631;0.403;0.391;1.049;1.102
378;DR3-FCMH0-SX284;Restaurant;-8;0.506;0.495;0.117;0.165;1.04;1.04
379;DR3-FCMH0-SX374;Copy machine;0;0.665;0.741;0.405;0.55;1.033;1.185
380;DR3-FKMS0-SA1;Living room;0;0.783;0.83;0.546;0.666;1.026;1.385
381;DR3-FKMS0-SA2;Town square;2;0.888;0.917;0.775;0.839;1.034;2.061
382;DR3-FKMS0-SI1490;Speech-shaped noise;-8;0.62;0.701;0.191;0.342;1.044;1.088
383;DR3-FKMS0-SI2120;Traffic;-8;0.786;0.862;0.482;0.645;1.023;1.51
384;DR3-FKMS0-SI860;Meeting room;-2;0.646;0.657;0.314;0.363;1.041;1.138
385;DR3-FKMS0-SX140;Restaurant;6;0.787;0.823;0.576;0.644;1.103;1.315
386;DR3-FKMS0-SX230;Copy machine;-6;0.433;0.495;0.275;0.297;1.026;1.063
387;DR3-FKMS0-SX320;River;-8;0.566;0.61;0.226;0.262;1.027;1.082
388;DR3-FKMS0-SX410;City park;2;0.893;0.93;0.629;0.779;1.038;1.631
389;DR3-FKMS0-SX50;Restaurant;-6;0.573;0.585;0.138;0.142;1.034;1.055
390;DR3-FPKT0-SA1;Metro;-2;0.695;0.692;0.514;0.535;1.024;1.126
391;DR3-FPKT0-SA2;Hallway;6;0.903;0.915;0.811;0.858;1.102;2.325
392;DR3-FPKT0-SI1538;Speech-shaped noise;6;0.822;0.836;0.567;0.659;1.072;1.458
393;DR3-FPKT0-SI2168;Meeting room;6;0.858;0.869;0.623;0.694;1.073;1.419
394;DR3-FPKT0-SI908;City park;4;0.85;0.847;0.671;0.721;1.026;1.701
395;DR3-FPKT0-SX188;Meeting room;-2;0.698;0.685;0.456;0.477;1.029;1.158
396;DR3-FPKT0-SX278;Sports Field;-2;0.91;0.926;0.8;0.839;1.032;1.667
397;DR3-FPKT0-SX368;City park;0;0.749;0.795;0.541;0.612;1.024;1.303
398;DR3-FPKT0-SX8;Subway station;-8;0.485;0.48;0.253;0.338;1.018;1.029
399;DR3-FPKT0-SX98;Bus;-8;0.868;0.887;0.712;0.771;1.036;1.468
400;DR3-MBDG0-SA1;Speech-shaped noise;0;0.736;0.799;0.499;0.639;1.06;1.292
401;DR3-MBDG0-SA2;Restaurant;2;0.737;0.761;0.52;0.555;1.154;1.409
402;DR3-MBDG0-SI1463;Copy machine;-8;0.502;0.555;0.238;0.332;1.025;1.042
403;DR3-MBDG0-SI2093;Town square;2;0.931;0.928;0.818;0.84;1.098;2.148
404;DR3-MBDG0-SI833;Restaurant;-8;0.56;0.587;0.233;0.415;1.048;1.06
405;DR3-MBDG0-SX113;Copy machine;-6;0.51;0.558;0.171;0.248;1.037;1.082
406;DR3-MBDG0-SX203;Subway station;2;0.826;0.841;0.601;0.66;1.038;1.422
407;DR3-MBDG0-SX23;Copy machine;0;0.662;0.736;0.527;0.585;1.066;1.159
408;DR3-MBDG0-SX293;Hallway;2;0.953;0.956;0.817;0.875;1.24;2.248
409;DR3-MBDG0-SX383;Town square;2;0.904;0.923;0.802;0.86;1.053;2.252
410;DR3-MBWM0-SA1;Living room;6;0.9;0.922;0.753;0.813;1.255;2.242
411;DR3-MBWM0-SA2;Meeting room;-2;0.671;0.704;0.453;0.508;1.097;1.36
412;DR3-MBWM0-SI1304;Meeting room;-6;0.655;0.734;0.369;0.44;1.03;1.115
413;DR3-MBWM0-SI1934;Living room;6;0.864;0.866;0.783;0.79;1.5;2.696
414;DR3-MBWM0-SI674;Metro;-6;0.762;0.854;0.47;0.647;1.034;1.429
415;DR3-MBWM0-SX134;Town square;-2;0.865;0.921;0.707;0.777;1.043;2.256
416;DR3-MBWM0-SX224;Cafeteria;2;0.764;0.832;0.553;0.622;1.092;1.305
417;DR3-MBWM0-SX314;Traffic;-8;0.693;0.809;0.425;0.557;1.029;1.3
418;DR3-MBWM0-SX404;Restaurant;6;0.723;0.758;0.417;0.457;1.178;1.49
419;DR3-MBWM0-SX44;Meeting room;-2;0.606;0.669;0.352;0.45;1.063;1.364
420;DR3-MCSH0-SA1;Meeting room;2;0.741;0.779;0.586;0.626;1.062;1.346
421;DR3-MCSH0-SA2;River;-4;0.844;0.899;0.732;0.807;1.031;1.92
422;DR3-MCSH0-SI1549;Copy machine;0;0.694;0.714;0.413;0.496;1.043;1.213
423;DR3-MCSH0-SI2179;Cafeteria;2;0.75;0.797;0.552;0.586;1.046;1.343
424;DR3-MCSH0-SI919;Bus;4;0.983;0.974;0.954;0.944;1.861;3.311
425;DR3-MCSH0-SX109;City park;0;0.823;0.843;0.666;0.744;1.034;1.626
426;DR3-MCSH0-SX199;Copy machine;-4;0.501;0.606;0.331;0.421;1.038;1.106
427;DR3-MCSH0-SX19;City park;2;0.889;0.902;0.767;0.792;1.09;1.644
428;DR3-MCSH0-SX289;Speech-shaped noise;6;0.81;0.876;0.62;0.761;1.167;1.689
429;DR3-MCSH0-SX379;City park;0;0.771;0.835;0.527;0.627;1.028;1.335
430;DR3-MCTW0-SA1;Cafeteria;0;0.692;0.738;0.503;0.576;1.07;1.513
431;DR3-MCTW0-SA2;Copy machine;-2;0.517;0.558;0.258;0.289;1.112;1.156
432;DR3-MCTW0-SI1373;Town square;4;0.937;0.941;0.798;0.821;1.143;2.015
433;DR3-MCTW0-SI2003;Metro;0;0.837;0.879;0.56;0.607;1.114;1.533
434;DR3-MCTW0-SI743;River;-8;0.47;0.496;0.115;0.133;1.035;1.05
435;DR3-MCTW0-SX113;Hallway;-8;0.639;0.742;0.384;0.466;1.035;1.493
436;DR3-MCTW0-SX203;Cafeteria;2;0.76;0.762;0.531;0.561;1.091;1.324
437;DR3-MCTW0-SX23;Speech-shaped noise;-6;0.501;0.689;0.277;0.413;1.069;1.269
438;DR3-MCTW0-SX293;Living room;6;0.908;0.917;0.7;0.797;1.25;1.964
439;DR3-MCTW0-SX383;City park;0;0.666;0.735;0.43;0.484;1.041;1.135
440;DR3-MGJF0-SA1;Living room;-2;0.862;0.897;0.724;0.799;1.065;1.586
441;DR3-MGJF0-SA2;Cafeteria;-8;0.424;0.479;0.221;0.267;1.062;1.168
442;DR3-MGJF0-SI1901;Restaurant;-6;0.518;0.554;0.18;0.213;1.056;1.07
443;DR3-MGJF0-SI641;Meeting room;-2;0.723;0.763;0.442;0.496;1.062;1.222
444;DR3-MGJF0-SI776;Copy machine;-6;0.551;0.592;0.37;0.424;1.026;1.128
445;DR3-MGJF0-SX101;Hallway;4;0.929;0.952;0.755;0.842;1.206;2.573
446;DR3-MGJF0-SX11;Meeting room;-4;0.579;0.622;0.468;0.448;1.028;1.208
447;DR3-MGJF0-SX191;Meeting room;2;0.651;0.703;0.482;0.52;1.139;1.425
448;DR3-MGJF0-SX281;Sports Field;6;0.948;0.964;0.77;0.89;1.105;2.695
449;DR3-MGJF0-SX371;Restaurant;4;0.743;0.829;0.407;0.508;1.184;1.422
450;DR3-MGLB0-SA1;Subway station;6;0.847;0.898;0.644;0.758;1.178;1.979
451;DR3-MGLB0-SA2;Meeting room;6;0.906;0.926;0.715;0.81;1.39;2.282
452;DR3-MGLB0-SI1534;Cafeteria;-8;0.5;0.544;0.182;0.26;1.051;1.129
453;DR3-MGLB0-SI2164;City park;2;0.868;0.915;0.575;0.722;1.078;1.639
454;DR3-MGLB0-SI904;Bus;-4;0.967;0.973;0.852;0.872;1.378;2.858
455;DR3-MGLB0-SX184;Sports Field;-2;0.945;0.964;0.818;0.896;1.074;2.938
456;DR3-MGLB0-SX274;Living room;0;0.827;0.872;0.559;0.722;1.173;1.601
457;DR3-MGLB0-SX364;City park;-6;0.724;0.802;0.367;0.448;1.027;1.198
458;DR3-MGLB0-SX4;Restaurant;-2;0.632;0.723;0.39;0.453;1.085;1.197
459;DR3-MGLB0-SX94;Cafeteria;-4;0.675;0.774;0.301;0.44;1.057;1.239
460;DR3-MHPG0-SA1;Metro;-2;0.852;0.894;0.662;0.756;1.142;1.781
461;DR3-MHPG0-SA2;Speech-shaped noise;-2;0.675;0.795;0.355;0.471;1.149;1.576
462;DR3-MHPG0-SI1090;Town square;-8;0.692;0.787;0.429;0.547;1.027;1.492
463;DR3-MHPG0-SI1720;Subway station;2;0.798;0.845;0.54;0.637;1.08;1.574
464;DR3-MHPG0-SI460;Living room;-4;0.68;0.76;0.337;0.413;1.035;1.29
465;DR3-MHPG0-SX100;Traffic;-4;0.693;0.793;0.381;0.533;1.028;1.544
466;DR3-MHPG0-SX10;Meeting room;-4;0.596;0.633;0.34;0.386;1.059;1.229
467;DR3-MHPG0-SX190;Copy machine;-6;0.439;0.464;0.131;0.104;1.039;1.05
468;DR3-MHPG0-SX280;Cafeteria;4;0.802;0.834;0.603;0.684;1.141;1.63
469;DR3-MHPG0-SX370;Meeting room;-6;0.686;0.754;0.429;0.498;1.023;1.192
470;DR3-MJBR0-SA1;Meeting room;-2;0.727;0.793;0.52;0.61;1.034;1.343
471;DR3-MJBR0-SA2;Bus;4;0.964;0.97;0.895;0.919;1.646;3.218
472;DR3-MJBR0-SI1001;Meeting room;-6;0.675;0.725;0.393;0.448;1.029;1.142
473;DR3-MJBR0-SI1631;Sports Field;-6;0.789;0.859;0.605;0.658;1.025;1.75
474;DR3-MJBR0-SI2261;Copy machine;-4;0.571;0.662;0.231;0.316;1.053;1.098
475;DR3-MJBR0-SX101;Copy machine;-2;0.668;0.747;0.347;0.434;1.027;1.144
476;DR3-MJBR0-SX11;City park;-6;0.41;0.492;0.392;0.39;1.026;1.095
477;DR3-MJBR0-SX191;Bus;-4;0.712;0.813;0.52;0.606;1.045;1.757
478;DR3-MJBR0-SX281;Living room;2;0.943;0.953;0.805;0.858;1.372;2.923
479;DR3-MJBR0-SX371;City park;-2;0.711;0.841;0.376;0.516;1.03;1.301
480;DR3-MJES0-SA1;Copy machine;0;0.551;0.629;0.327;0.429;1.048;1.197
481;DR3-MJES0-SA2;Cafeteria;6;0.81;0.856;0.6;0.66;1.203;1.589
482;DR3-MJES0-SI1384;River;-2;0.889;0.925;0.701;0.791;1.113;1.58
483;DR3-MJES0-SI2014;River;-6;0.658;0.742;0.333;0.411;1.037;1.411
484;DR3-MJES0-SI754;Restaurant;6;0.79;0.843;0.516;0.601;1.131;1.606
485;DR3-MJES0-SX124;Living room;4;0.905;0.925;0.677;0.773;1.18;1.986
486;DR3-MJES0-SX214;Town square;2;0.884;0.908;0.709;0.766;1.156;1.983
487;DR3-MJES0-SX304;Restaurant;-4;0.534;0.551;0.257;0.327;1.042;1.148
488;DR3-MJES0-SX34;Sports Field;-4;0.916;0.945;0.714;0.857;1.061;2.369
489;DR3-MJES0-SX394;Cafeteria;2;0.776;0.832;0.502;0.621;1.115;1.644
490;DR3-MJJG0-SA1;Town square;0;0.842;0.877;0.614;0.729;1.057;1.63
491;DR3-MJJG0-SA2;Traffic;-6;0.818;0.862;0.575;0.686;1.03;1.797
492;DR3-MJJG0-SI1003;Hallway;2;0.952;0.958;0.819;0.88;1.224;2.527
493;DR3-MJJG0-SI1633;Speech-shaped noise;6;0.835;0.881;0.561;0.662;1.229;1.743
494;DR3-MJJG0-SI2263;City park;4;0.942;0.951;0.802;0.841;1.122;1.933
495;DR3-MJJG0-SX103;Town square;6;0.935;0.948;0.829;0.88;1.183;2.676
496;DR3-MJJG0-SX13;Traffic;2;0.855;0.883;0.707;0.778;1.039;1.811
497;DR3-MJJG0-SX193;River;-4;0.538;0.602;0.253;0.282;1.037;1.188
498;DR3-MJJG0-SX283;Metro;-8;0.714;0.776;0.426;0.548;1.043;1.328
499;DR3-MJJG0-SX373;Metro;0;0.78;0.808;0.566;0.622;1.184;1.414
500;DR3-MJMP0-SA1;Living room;-2;0.66;0.741;0.46;0.551;1.025;1.266
501;DR3-MJMP0-SA2;Hallway;-2;0.923;0.936;0.792;0.849;1.062;2.186
502;DR3-MJMP0-SI1535;Subway station;2;0.806;0.875;0.603;0.726;1.049;1.728
503;DR3-MJMP0-SI1791;Hallway;4;0.959;0.941;0.836;0.83;1.129;2.296
504;DR3-MJMP0-SI905;Speech-shaped noise;-4;0.632;0.735;0.368;0.523;1.081;1.208
505;DR3-MJMP0-SX185;Hallway;-2;0.697;0.742;0.522;0.574;1.04;1.303
506;DR3-MJMP0-SX275;River;2;0.957;0.947;0.893;0.869;1.204;2.334
507;DR3-MJMP0-SX365;Traffic;-6;0.792;0.87;0.478;0.587;1.023;1.491
508;DR3-MJMP0-SX5;Speech-shaped noise;6;0.852;0.827;0.686;0.692;1.223;1.584
509;DR3-MJMP0-SX95;Traffic;0;0.878;0.911;0.655;0.739;1.03;1.852
510;DR3-MJVW0-SA1;Sports Field;6;0.969;0.97;0.91;0.925;1.284;2.902
511;DR3-MJVW0-SA2;Bus;-8;0.869;0.895;0.719;0.78;1.056;1.846
512;DR3-MJVW0-SI1733;Sports Field;-6;0.937;0.95;0.797;0.834;1.034;2.025
513;DR3-MJVW0-SI1758;Living room;6;0.845;0.864;0.564;0.674;1.119;1.882
514;DR3-MJVW0-SI473;Town square;-8;0.826;0.905;0.501;0.676;1.029;1.347
515;DR3-MJVW0-SX113;Meeting room;-8;0.557;0.575;0.318;0.383;1.035;1.111
516;DR3-MJVW0-SX203;Cafeteria;2;0.694;0.729;0.392;0.461;1.043;1.224
517;DR3-MJVW0-SX23;Metro;2;0.928;0.938;0.787;0.818;1.196;2.113
518;DR3-MJVW0-SX293;Copy machine;4;0.794;0.819;0.551;0.588;1.078;1.187
519;DR3-MJVW0-SX383;Town square;4;0.93;0.927;0.799;0.825;1.062;1.926
520;DR3-MKCH0-SA1;Metro;4;0.922;0.934;0.798;0.863;1.138;1.933
521;DR3-MKCH0-SA2;Speech-shaped noise;-2;0.657;0.759;0.345;0.464;1.104;1.388
522;DR3-MKCH0-SI1378;Town square;0;0.88;0.915;0.676;0.782;1.043;2.037
523;DR3-MKCH0-SI1425;Metro;-4;0.61;0.669;0.283;0.328;1.056;1.105
524;DR3-MKCH0-SI2008;River;2;0.918;0.93;0.722;0.759;1.07;2.07
525;DR3-MKCH0-SX118;Meeting room;-6;0.599;0.638;0.481;0.537;1.101;1.244
526;DR3-MKCH0-SX208;Metro;4;0.832;0.869;0.533;0.621;1.184;1.356
527;DR3-MKCH0-SX28;Meeting room;-8;0.597;0.66;0.286;0.349;1.032;1.084
528;DR3-MKCH0-SX298;Subway station;6;0.833;0.887;0.614;0.72;1.111;1.877
529;DR3-MKCH0-SX388;Restaurant;-2;0.606;0.691;0.286;0.364;1.047;1.15
530;DR3-MLNT0-SA1;Speech-shaped noise;-2;0.653;0.754;0.37;0.53;1.11;1.419
531;DR3-MLNT0-SA2;Restaurant;-2;0.473;0.536;0.227;0.297;1.083;1.169
532;DR3-MLNT0-SI1574;City park;6;0.933;0.935;0.837;0.86;1.296;2.492
533;DR3-MLNT0-SI1902;Speech-shaped noise;6;0.801;0.851;0.542;0.655;1.32;1.903
534;DR3-MLNT0-SI642;Living room;4;0.905;0.923;0.707;0.789;1.193;2.126
535;DR3-MLNT0-SX102;Town square;6;0.904;0.925;0.697;0.761;1.203;1.827
536;DR3-MLNT0-SX12;Restaurant;0;0.515;0.635;0.301;0.321;1.121;1.162
537;DR3-MLNT0-SX192;Hallway;-6;0.807;0.871;0.572;0.711;1.071;1.735
538;DR3-MLNT0-SX282;Cafeteria;-6;0.612;0.692;0.282;0.347;1.045;1.099
539;DR3-MLNT0-SX372;Speech-shaped noise;4;0.829;0.886;0.497;0.64;1.193;1.775
540;DR3-MMAB0-SA1;Bus;-4;0.883;0.916;0.711;0.8;1.067;2.263
541;DR3-MMAB0-SA2;Cafeteria;-4;0.482;0.494;0.301;0.319;1.041;1.141
542;DR3-MMAB0-SI1362;Town square;-8;0.845;0.908;0.538;0.684;1.032;2.181
543;DR3-MMAB0-SI1992;River;-4;0.869;0.91;0.7;0.773;1.04;1.966
544;DR3-MMAB0-SI732;Metro;-8;0.631;0.677;0.334;0.384;1.037;1.169
545;DR3-MMAB0-SX102;Town square;-6;0.835;0.903;0.594;0.745;1.028;1.691
546;DR3-MMAB0-SX12;Living room;4;0.811;0.866;0.587;0.661;1.095;2.077
547;DR3-MMAB0-SX192;Cafeteria;2;0.648;0.715;0.384;0.516;1.063;1.321
548;DR3-MMAB0-SX282;City park;-2;0.668;0.785;0.38;0.461;1.047;1.283
549;DR3-MMAB0-SX372;Living room;0;0.77;0.868;0.463;0.627;1.061;1.619
550;DR3-MMDH0-SA1;Metro;-8;0.735;0.803;0.553;0.662;1.028;1.377
551;DR3-MMDH0-SA2;River;-6;0.538;0.585;0.274;0.327;1.034;1.131
552;DR3-MMDH0-SI1656;Copy machine;-4;0.477;0.546;0.294;0.34;1.031;1.093
553;DR3-MMDH0-SI2118;Speech-shaped noise;6;0.784;0.839;0.581;0.702;1.18;1.649
554;DR3-MMDH0-SI2286;Bus;0;0.959;0.963;0.876;0.889;1.77;2.828
555;DR3-MMDH0-SX126;Cafeteria;-4;0.608;0.68;0.402;0.485;1.037;1.127
556;DR3-MMDH0-SX216;City park;-4;0.708;0.772;0.432;0.508;1.035;1.549
557;DR3-MMDH0-SX306;Town square;0;0.879;0.914;0.745;0.832;1.045;1.839
558;DR3-MMDH0-SX36;Traffic;6;0.889;0.916;0.721;0.816;1.064;2.078
559;DR3-MMDH0-SX396;Bus;6;0.993;0.99;0.969;0.97;1.945;3.311
560;DR3-MMJR0-SA1;Metro;-8;0.723;0.781;0.512;0.617;1.04;1.418
561;DR3-MMJR0-SA2;Copy machine;-8;0.453;0.456;0.117;0.156;1.021;1.035
562;DR3-MMJR0-SI1648;Speech-shaped noise;6;0.823;0.868;0.562;0.669;1.166;1.586
563;DR3-MMJR0-SI2166;Meeting room;-4;0.761;0.768;0.423;0.53;1.038;1.206
564;DR3-MMJR0-SI2278;Restaurant;6;0.85;0.878;0.638;0.703;1.245;1.668
565;DR3-MMJR0-SX118;Copy machine;-6;0.433;0.401;0.186;0.21;1.025;1.034
566;DR3-MMJR0-SX208;Sports Field;-6;0.789;0.839;0.428;0.616;1.031;1.645
567;DR3-MMJR0-SX28;Living room;-6;0.783;0.839;0.436;0.594;1.033;1.362
568;DR3-MMJR0-SX298;Copy machine;0;0.592;0.697;0.348;0.389;1.049;1.161
569;DR3-MMJR0-SX388;Sports Field;-4;0.898;0.908;0.666;0.747;1.042;1.966
570;DR3-MMWH0-SA1;River;-6;0.851;0.883;0.713;0.78;1.031;1.795
571;DR3-MMWH0-SA2;Meeting room;2;0.698;0.763;0.512;0.587;1.086;1.706
572;DR3-MMWH0-SI1089;Traffic;2;0.91;0.935;0.647;0.788;1.113;2.182
573;DR3-MMWH0-SI1301;Copy machine;-2;0.607;0.705;0.218;0.275;1.048;1.116
574;DR3-MMWH0-SI459;Bus;-2;0.922;0.95;0.68;0.823;1.071;2.131
575;DR3-MMWH0-SX189;Speech-shaped noise;-2;0.653;0.785;0.357;0.473;1.106;1.29
576;DR3-MMWH0-SX279;Copy machine;0;0.608;0.703;0.281;0.373;1.059;1.141
577;DR3-MMWH0-SX369;Hallway;-6;0.856;0.912;0.692;0.764;1.207;2.07
578;DR3-MMWH0-SX99;Sports Field;2;0.907;0.932;0.772;0.832;1.141;2.737
579;DR3-MMWH0-SX9;Subway station;-4;0.556;0.6;0.403;0.425;1.032;1.256
580;DR3-MRTK0-SA1;Sports Field;-8;0.759;0.867;0.541;0.709;1.027;1.698
581;DR3-MRTK0-SA2;Speech-shaped noise;6;0.781;0.835;0.546;0.638;1.477;2.025
582;DR3-MRTK0-SI1093;Subway station;-2;0.676;0.816;0.371;0.52;1.053;1.683
583;DR3-MRTK0-SI1723;Subway station;0;0.779;0.867;0.505;0.628;1.104;1.901
584;DR3-MRTK0-SI1750;Copy machine;-8;0.476;0.636;0.223;0.252;1.077;1.159
585;DR3-MRTK0-SX103;Sports Field;-2;0.881;0.934;0.684;0.813;1.123;2.347
586;DR3-MRTK0-SX13;Restaurant;4;0.678;0.773;0.435;0.572;1.171;1.553
587;DR3-MRTK0-SX193;Cafeteria;-8;0.337;0.405;0.183;0.161;1.04;1.17
588;DR3-MRTK0-SX283;Metro;6;0.838;0.878;0.569;0.627;1.334;1.758
589;DR3-MRTK0-SX373;Sports Field;-4;0.803;0.891;0.531;0.671;1.032;1.985
590;DR3-MTAA0-SA1;Metro;0;0.879;0.905;0.743;0.8;1.174;2.133
591;DR3-MTAA0-SA2;Subway station;-6;0.567;0.651;0.318;0.379;1.021;1.178
592;DR3-MTAA0-SI1285;Hallway;-2;0.793;0.837;0.593;0.647;1.05;1.705
593;DR3-MTAA0-SI1915;Hallway;-6;0.743;0.81;0.542;0.627;1.034;1.353
594;DR3-MTAA0-SI596;Town square;-6;0.439;0.49;0.306;0.377;1.03;1.197
595;DR3-MTAA0-SX115;Meeting room;-6;0.513;0.62;0.295;0.384;1.033;1.291
596;DR3-MTAA0-SX205;Town square;-2;0.842;0.884;0.697;0.776;1.044;1.972
597;DR3-MTAA0-SX25;Metro;-2;0.709;0.717;0.573;0.559;1.041;1.324
598;DR3-MTAA0-SX295;Sports Field;-8;0.878;0.909;0.751;0.805;1.028;2.002
599;DR3-MTAA0-SX385;Bus;6;0.987;0.979;0.942;0.95;1.61;3.163
600;DR3-MTDT0-SA1;Cafeteria;-2;0.683;0.763;0.459;0.582;1.042;1.296
601;DR3-MTDT0-SA2;Town square;0;0.845;0.887;0.668;0.75;1.05;1.913
602;DR3-MTDT0-SI1994;Traffic;-6;0.683;0.795;0.375;0.454;1.02;1.313
603;DR3-MTDT0-SI2254;Bus;-2;0.953;0.949;0.814;0.862;1.052;2.562
604;DR3-MTDT0-SI994;Bus;4;0.965;0.968;0.895;0.921;1.441;2.609
605;DR3-MTDT0-SX184;Subway station;2;0.814;0.878;0.569;0.699;1.067;1.778
606;DR3-MTDT0-SX274;Copy machine;-4;0.513;0.632;0.327;0.413;1.053;1.086
607;DR3-MTDT0-SX364;Metro;4;0.858;0.893;0.603;0.689;1.147;1.77
608;DR3-MTDT0-SX4;Living room;-6;0.641;0.659;0.4;0.402;1.026;1.157
609;DR3-MTDT0-SX94;Sports Field;-4;0.867;0.923;0.616;0.764;1.033;2.006
610;DR3-MTHC0-SA1;Restaurant;-6;0.511;0.544;0.23;0.349;1.037;1.079
611;DR3-MTHC0-SA2;City park;-4;0.893;0.924;0.735;0.837;1.071;2.216
612;DR3-MTHC0-SI1015;Subway station;4;0.843;0.893;0.594;0.726;1.113;1.774
613;DR3-MTHC0-SI1645;Restaurant;-4;0.51;0.589;0.215;0.327;1.048;1.161
614;DR3-MTHC0-SI2275;Cafeteria;-6;0.614;0.72;0.333;0.451;1.032;1.214
615;DR3-MTHC0-SX115;Meeting room;-2;0.691;0.731;0.403;0.451;1.037;1.199
616;DR3-MTHC0-SX205;Copy machine;-4;0.496;0.552;0.197;0.24;1.033;1.066
617;DR3-MTHC0-SX25;Cafeteria;4;0.822;0.845;0.713;0.745;1.186;1.638
618;DR3-MTHC0-SX295;Subway station;-8;0.626;0.692;0.281;0.352;1.022;1.123
619;DR3-MTHC0-SX385;Town square;4;0.934;0.952;0.84;0.886;1.293;2.739
620;DR3-MWJG0-SA1;River;0;0.715;0.745;0.457;0.549;1.106;1.47
621;DR3-MWJG0-SA2;Traffic;6;0.907;0.932;0.736;0.827;1.227;2.642
622;DR3-MWJG0-SI1124;Cafeteria;2;0.755;0.814;0.452;0.558;1.158;1.545
623;DR3-MWJG0-SI1754;Cafeteria;-2;0.693;0.75;0.232;0.34;1.118;1.319
624;DR3-MWJG0-SI494;Speech-shaped noise;4;0.766;0.843;0.46;0.55;1.305;1.887
625;DR3-MWJG0-SX134;Cafeteria;4;0.84;0.868;0.583;0.663;1.271;1.784
626;DR3-MWJG0-SX224;Hallway;4;0.981;0.982;0.924;0.938;1.494;2.826
627;DR3-MWJG0-SX314;City park;0;0.843;0.848;0.578;0.661;1.109;1.399
628;DR3-MWJG0-SX404;Subway station;-2;0.651;0.728;0.244;0.374;1.057;1.659
629;DR3-MWJG0-SX44;Town square;-2;0.806;0.842;0.551;0.602;1.05;1.974
630;DR4-FADG0-SA1;Metro;4;0.803;0.832;0.675;0.738;1.033;1.544
631;DR4-FADG0-SA2;Subway station;-8;0.504;0.527;0.304;0.312;1.018;1.035
632;DR4-FADG0-SI1279;Metro;-4;0.745;0.777;0.612;0.643;1.032;1.381
633;DR4-FADG0-SI1909;Sports Field;-8;0.747;0.779;0.581;0.646;1.023;1.469
634;DR4-FADG0-SI649;Town square;-2;0.786;0.801;0.638;0.675;1.026;1.476
635;DR4-FADG0-SX109;Bus;2;0.92;0.919;0.849;0.866;1.231;2.438
636;DR4-FADG0-SX199;Living room;-2;0.802;0.83;0.579;0.664;1.025;1.336
637;DR4-FADG0-SX19;Meeting room;0;0.772;0.788;0.55;0.583;1.022;1.279
638;DR4-FADG0-SX289;Hallway;4;0.769;0.801;0.683;0.722;1.04;1.503
639;DR4-FADG0-SX379;Copy machine;-6;0.442;0.504;0.184;0.178;1.018;1.034
640;DR4-FCFT0-SA1;Copy machine;0;0.511;0.563;0.351;0.433;1.025;1.076
641;DR4-FCFT0-SA2;Town square;-4;0.786;0.827;0.638;0.702;1.025;1.534
642;DR4-FCFT0-SI1178;River;2;0.687;0.778;0.418;0.576;1.039;1.259
643;DR4-FCFT0-SI1808;River;6;0.879;0.909;0.749;0.822;1.051;1.793
644;DR4-FCFT0-SI548;Hallway;2;0.778;0.783;0.698;0.671;1.043;1.56
645;DR4-FCFT0-SX188;Traffic;0;0.828;0.867;0.631;0.751;1.03;1.723
646;DR4-FCFT0-SX278;Town square;2;0.894;0.91;0.78;0.845;1.062;1.958
647;DR4-FCFT0-SX368;Traffic;-8;0.599;0.656;0.335;0.464;1.018;1.12
648;DR4-FCFT0-SX8;Hallway;-2;0.845;0.867;0.721;0.77;1.05;1.84
649;DR4-FCFT0-SX98;Traffic;0;0.843;0.89;0.622;0.742;1.035;1.812
650;DR4-FCRH0-SA1;Bus;-2;0.922;0.954;0.806;0.906;1.026;2.475
651;DR4-FCRH0-SA2;Sports Field;-8;0.741;0.806;0.524;0.644;1.022;1.54
652;DR4-FCRH0-SI1088;River;2;0.683;0.749;0.386;0.459;1.038;1.257
653;DR4-FCRH0-SI1718;Traffic;4;0.843;0.904;0.616;0.733;1.037;1.74
654;DR4-FCRH0-SI458;City park;2;0.81;0.844;0.565;0.65;1.032;1.495
655;DR4-FCRH0-SX188;River;-4;0.677;0.749;0.4;0.469;1.026;1.343
656;DR4-FCRH0-SX278;Hallway;-2;0.789;0.85;0.618;0.718;1.041;1.613
657;DR4-FCRH0-SX368;Town square;-2;0.822;0.882;0.609;0.72;1.024;1.811
658;DR4-FCRH0-SX8;Town square;-4;0.806;0.846;0.704;0.769;1.026;1.485
659;DR4-FCRH0-SX98;Sports Field;-6;0.868;0.907;0.687;0.813;1.036;1.814
