Sample;Speech;Noise;SNR;STOI orig.;STOI pred.;eSTOI orig.;eSTOI pred.;PESQ orig.;PESQ pred.
315;DR2-MRCZ0-SX101;Living room;-4;0.626;0.719;0.318;0.438;1.03;1.219
316;DR2-MRCZ0-SX11;Town square;6;0.845;0.879;0.71;0.796;1.113;2.605
317;DR2-MRCZ0-SX191;Cafeteria;-4;0.533;0.586;0.263;0.324;1.045;1.157
318;DR2-MRCZ0-SX281;Hallway;6;0.962;0.972;0.872;0.922;1.343;3.1
319;DR2-MRCZ0-SX371;Copy machine;0;0.571;0.652;0.263;0.333;1.047;1.125
320;DR2-MRGG0-SA1;Traffic;4;0.893;0.932;0.791;0.872;1.083;2.181
321;DR2-MRGG0-SA2;Meeting room;0;0.778;0.796;0.587;0.63;1.113;1.413
322;DR2-MRGG0-SI1199;Traffic;-2;0.747;0.811;0.501;0.633;1.053;1.571
323;DR2-MRGG0-SI1829;Subway station;0;0.775;0.816;0.526;0.605;1.066;1.58
324;DR2-MRGG0-SI569;River;4;0.901;0.899;0.724;0.763;1.251;1.733
325;DR2-MRGG0-SX119;Traffic;6;0.96;0.947;0.869;0.889;1.278;2.067
326;DR2-MRGG0-SX209;Sports Field;4;0.937;0.95;0.823;0.861;1.16;2.647
327;DR2-MRGG0-SX299;Bus;4;0.935;0.923;0.843;0.827;1.408;2.458
328;DR2-MRGG0-SX29;Sports Field;0;0.963;0.97;0.853;0.907;1.193;2.576
329;DR2-MRGG0-SX389;Copy machine;-2;0.557;0.619;0.366;0.435;1.059;1.126
330;DR2-MTAS1-SA1;Subway station;6;0.833;0.895;0.598;0.723;1.155;1.936
331;DR2-MTAS1-SA2;Meeting room;0;0.789;0.853;0.575;0.656;1.079;1.569
332;DR2-MTAS1-SI1473;River;2;0.932;0.936;0.677;0.749;1.302;1.858
333;DR2-MTAS1-SI2098;City park;-2;0.853;0.902;0.612;0.69;1.095;1.879
334;DR2-MTAS1-SI838;River;6;0.898;0.927;0.641;0.74;1.267;1.83
335;DR2-MTAS1-SX118;Meeting room;-8;0.621;0.697;0.325;0.444;1.041;1.122
336;DR2-MTAS1-SX208;Meeting room;2;0.753;0.844;0.453;0.594;1.068;1.488
337;DR2-MTAS1-SX28;Bus;0;0.916;0.941;0.726;0.799;1.198;2.232
338;DR2-MTAS1-SX298;River;-6;0.656;0.769;0.379;0.543;1.054;1.361
339;DR2-MTAS1-SX388;Meeting room;-2;0.738;0.789;0.432;0.53;1.073;1.33
340;DR2-MTMR0-SA1;Meeting room;0;0.757;0.793;0.438;0.521;1.052;1.23
341;DR2-MTMR0-SA2;Hallway;0;0.914;0.927;0.767;0.825;1.24;2.526
342;DR2-MTMR0-SI1303;Sports Field;-4;0.866;0.919;0.581;0.688;1.043;2.15
343;DR2-MTMR0-SI1933;Bus;-2;0.868;0.914;0.553;0.696;1.065;1.912
344;DR2-MTMR0-SI673;Meeting room;-8;0.695;0.784;0.427;0.555;1.034;1.335
345;DR2-MTMR0-SX133;Hallway;4;0.979;0.975;0.916;0.925;1.557;2.461
346;DR2-MTMR0-SX223;City park;6;0.866;0.885;0.663;0.753;1.222;1.69
347;DR2-MTMR0-SX313;Metro;-4;0.76;0.819;0.355;0.531;1.041;1.464
348;DR2-MTMR0-SX403;Hallway;2;0.931;0.94;0.739;0.847;1.366;2.055
349;DR2-MTMR0-SX43;Copy machine;0;0.64;0.724;0.354;0.462;1.087;1.176
350;DR2-MWEW0-SA1;Metro;-4;0.697;0.732;0.376;0.471;1.034;1.125
351;DR2-MWEW0-SA2;Speech-shaped noise;4;0.778;0.841;0.514;0.643;1.142;1.542
352;DR2-MWEW0-SI1361;Copy machine;-6;0.467;0.535;0.187;0.191;1.026;1.058
353;DR2-MWEW0-SI1991;Traffic;-2;0.777;0.854;0.472;0.6;1.024;1.464
354;DR2-MWEW0-SI731;Copy machine;-2;0.616;0.707;0.377;0.414;1.055;1.163
355;DR2-MWEW0-SX101;Town square;-4;0.839;0.896;0.563;0.729;1.024;1.892
356;DR2-MWEW0-SX11;Subway station;-6;0.588;0.64;0.408;0.382;1.023;1.224
357;DR2-MWEW0-SX191;Sports Field;-8;0.728;0.844;0.475;0.648;1.022;1.438
358;DR2-MWEW0-SX281;Copy machine;-2;0.565;0.636;0.193;0.259;1.056;1.073
359;DR2-MWEW0-SX371;Bus;2;0.945;0.965;0.772;0.856;1.255;2.41
360;DR2-MWVW0-SA1;Cafeteria;4;0.752;0.813;0.56;0.668;1.092;1.556
361;DR2-MWVW0-SA2;Speech-shaped noise;-6;0.479;0.592;0.236;0.29;1.062;1.197
362;DR2-MWVW0-SI1476;Sports Field;2;0.906;0.936;0.716;0.843;1.05;1.665
363;DR2-MWVW0-SI2106;Speech-shaped noise;4;0.712;0.814;0.464;0.621;1.137;1.53
364;DR2-MWVW0-SI846;Town square;2;0.9;0.923;0.746;0.836;1.069;1.818
365;DR2-MWVW0-SX126;Speech-shaped noise;-2;0.698;0.803;0.414;0.562;1.048;1.213
366;DR2-MWVW0-SX216;Cafeteria;-8;0.342;0.364;0.09;0.118;1.035;1.07
367;DR2-MWVW0-SX306;Speech-shaped noise;0;0.694;0.776;0.465;0.52;1.081;1.281
368;DR2-MWVW0-SX36;City park;-2;0.767;0.831;0.494;0.596;1.03;1.291
369;DR2-MWVW0-SX396;Bus;-4;0.97;0.978;0.891;0.94;1.174;2.897
370;DR3-FCMH0-SA1;Hallway;-8;0.714;0.777;0.44;0.585;1.021;1.373
371;DR3-FCMH0-SA2;River;-2;0.777;0.839;0.601;0.696;1.028;1.713
372;DR3-FCMH0-SI1454;Sports Field;-8;0.766;0.819;0.548;0.704;1.023;1.461
373;DR3-FCMH0-SI2084;Bus;-8;0.911;0.933;0.795;0.842;1.06;2.169
374;DR3-FCMH0-SI824;Hallway;4;0.953;0.952;0.847;0.868;1.108;2.487
375;DR3-FCMH0-SX104;Copy machine;4;0.743;0.779;0.498;0.569;1.035;1.28
376;DR3-FCMH0-SX14;Metro;6;0.92;0.932;0.776;0.856;1.082;2.231
377;DR3-FCMH0-SX194;Restaurant;0;0.642;0.627;0.403;0.39;1.049;1.109
378;DR3-FCMH0-SX284;Restaurant;-8;0.506;0.516;0.117;0.161;1.04;1.041
379;DR3-FCMH0-SX374;Copy machine;0;0.665;0.75;0.405;0.554;1.033;1.213
380;DR3-FKMS0-SA1;Living room;0;0.783;0.826;0.546;0.693;1.026;1.434
381;DR3-FKMS0-SA2;Town square;2;0.888;0.926;0.775;0.857;1.034;2.199
382;DR3-FKMS0-SI1490;Speech-shaped noise;-8;0.62;0.685;0.191;0.37;1.044;1.084
383;DR3-FKMS0-SI2120;Traffic;-8;0.786;0.868;0.482;0.661;1.023;1.509
384;DR3-FKMS0-SI860;Meeting room;-2;0.646;0.683;0.314;0.379;1.041;1.121
385;DR3-FKMS0-SX140;Restaurant;6;0.787;0.836;0.576;0.657;1.103;1.308
386;DR3-FKMS0-SX230;Copy machine;-6;0.433;0.495;0.275;0.309;1.026;1.074
387;DR3-FKMS0-SX320;River;-8;0.566;0.61;0.226;0.24;1.027;1.069
388;DR3-FKMS0-SX410;City park;2;0.893;0.923;0.629;0.739;1.038;1.621
389;DR3-FKMS0-SX50;Restaurant;-6;0.573;0.598;0.138;0.166;1.034;1.06
390;DR3-FPKT0-SA1;Metro;-2;0.695;0.689;0.514;0.522;1.024;1.132
391;DR3-FPKT0-SA2;Hallway;6;0.903;0.919;0.811;0.848;1.102;2.21
392;DR3-FPKT0-SI1538;Speech-shaped noise;6;0.822;0.839;0.567;0.655;1.072;1.435
393;DR3-FPKT0-SI2168;Meeting room;6;0.858;0.872;0.623;0.687;1.073;1.366
394;DR3-FPKT0-SI908;City park;4;0.85;0.848;0.671;0.725;1.026;1.652
395;DR3-FPKT0-SX188;Meeting room;-2;0.698;0.673;0.456;0.456;1.029;1.142
396;DR3-FPKT0-SX278;Sports Field;-2;0.91;0.923;0.8;0.822;1.032;1.982
397;DR3-FPKT0-SX368;City park;0;0.749;0.78;0.541;0.608;1.024;1.231
398;DR3-FPKT0-SX8;Subway station;-8;0.485;0.474;0.253;0.307;1.018;1.031
399;DR3-FPKT0-SX98;Bus;-8;0.868;0.879;0.712;0.754;1.036;1.445
400;DR3-MBDG0-SA1;Speech-shaped noise;0;0.736;0.804;0.499;0.65;1.06;1.319
401;DR3-MBDG0-SA2;Restaurant;2;0.737;0.744;0.52;0.542;1.154;1.413
402;DR3-MBDG0-SI1463;Copy machine;-8;0.502;0.575;0.238;0.325;1.025;1.042
403;DR3-MBDG0-SI2093;Town square;2;0.931;0.928;0.818;0.846;1.098;2.097
404;DR3-MBDG0-SI833;Restaurant;-8;0.56;0.576;0.233;0.405;1.048;1.062
405;DR3-MBDG0-SX113;Copy machine;-6;0.51;0.589;0.171;0.25;1.037;1.082
406;DR3-MBDG0-SX203;Subway station;2;0.826;0.838;0.601;0.642;1.038;1.401
407;DR3-MBDG0-SX23;Copy machine;0;0.662;0.739;0.527;0.597;1.066;1.141
408;DR3-MBDG0-SX293;Hallway;2;0.953;0.947;0.817;0.863;1.24;2.109
409;DR3-MBDG0-SX383;Town square;2;0.904;0.913;0.802;0.856;1.053;2.033
410;DR3-MBWM0-SA1;Living room;6;0.9;0.923;0.753;0.815;1.255;2.232
411;DR3-MBWM0-SA2;Meeting room;-2;0.671;0.728;0.453;0.518;1.097;1.381
412;DR3-MBWM0-SI1304;Meeting room;-6;0.655;0.736;0.369;0.441;1.03;1.12
413;DR3-MBWM0-SI1934;Living room;6;0.864;0.878;0.783;0.783;1.5;2.745
414;DR3-MBWM0-SI674;Metro;-6;0.762;0.865;0.47;0.668;1.034;1.44
415;DR3-MBWM0-SX134;Town square;-2;0.865;0.922;0.707;0.768;1.043;2.148
416;DR3-MBWM0-SX224;Cafeteria;2;0.764;0.839;0.553;0.609;1.092;1.297
417;DR3-MBWM0-SX314;Traffic;-8;0.693;0.798;0.425;0.544;1.029;1.283
418;DR3-MBWM0-SX404;Restaurant;6;0.723;0.784;0.417;0.478;1.178;1.481
419;DR3-MBWM0-SX44;Meeting room;-2;0.606;0.687;0.352;0.449;1.063;1.318
420;DR3-MCSH0-SA1;Meeting room;2;0.741;0.779;0.586;0.622;1.062;1.362
421;DR3-MCSH0-SA2;River;-4;0.844;0.901;0.732;0.812;1.031;1.917
422;DR3-MCSH0-SI1549;Copy machine;0;0.694;0.729;0.413;0.534;1.043;1.227
423;DR3-MCSH0-SI2179;Cafeteria;2;0.75;0.802;0.552;0.593;1.046;1.289
424;DR3-MCSH0-SI919;Bus;4;0.983;0.975;0.954;0.942;1.861;3.335
425;DR3-MCSH0-SX109;City park;0;0.823;0.838;0.666;0.745;1.034;1.599
426;DR3-MCSH0-SX199;Copy machine;-4;0.501;0.597;0.331;0.449;1.038;1.121
427;DR3-MCSH0-SX19;City park;2;0.889;0.898;0.767;0.789;1.09;1.651
428;DR3-MCSH0-SX289;Speech-shaped noise;6;0.81;0.874;0.62;0.753;1.167;1.658
429;DR3-MCSH0-SX379;City park;0;0.771;0.837;0.527;0.64;1.028;1.348
430;DR3-MCTW0-SA1;Cafeteria;0;0.692;0.747;0.503;0.591;1.07;1.507
431;DR3-MCTW0-SA2;Copy machine;-2;0.517;0.584;0.258;0.292;1.112;1.154
432;DR3-MCTW0-SI1373;Town square;4;0.937;0.941;0.798;0.82;1.143;1.951
433;DR3-MCTW0-SI2003;Metro;0;0.837;0.89;0.56;0.641;1.114;1.562
434;DR3-MCTW0-SI743;River;-8;0.47;0.502;0.115;0.19;1.035;1.076
435;DR3-MCTW0-SX113;Hallway;-8;0.639;0.752;0.384;0.453;1.035;1.476
436;DR3-MCTW0-SX203;Cafeteria;2;0.76;0.759;0.531;0.576;1.091;1.278
437;DR3-MCTW0-SX23;Speech-shaped noise;-6;0.501;0.685;0.277;0.389;1.069;1.283
438;DR3-MCTW0-SX293;Living room;6;0.908;0.915;0.7;0.792;1.25;1.882
439;DR3-MCTW0-SX383;City park;0;0.666;0.718;0.43;0.454;1.041;1.131
440;DR3-MGJF0-SA1;Living room;-2;0.862;0.883;0.724;0.784;1.065;1.565
441;DR3-MGJF0-SA2;Cafeteria;-8;0.424;0.47;0.221;0.284;1.062;1.183
442;DR3-MGJF0-SI1901;Restaurant;-6;0.518;0.567;0.18;0.218;1.056;1.069
443;DR3-MGJF0-SI641;Meeting room;-2;0.723;0.769;0.442;0.501;1.062;1.239
444;DR3-MGJF0-SI776;Copy machine;-6;0.551;0.606;0.37;0.456;1.026;1.124
445;DR3-MGJF0-SX101;Hallway;4;0.929;0.952;0.755;0.841;1.206;2.612
446;DR3-MGJF0-SX11;Meeting room;-4;0.579;0.643;0.468;0.47;1.028;1.271
447;DR3-MGJF0-SX191;Meeting room;2;0.651;0.706;0.482;0.527;1.139;1.458
448;DR3-MGJF0-SX281;Sports Field;6;0.948;0.965;0.77;0.887;1.105;2.637
449;DR3-MGJF0-SX371;Restaurant;4;0.743;0.834;0.407;0.509;1.184;1.449
450;DR3-MGLB0-SA1;Subway station;6;0.847;0.9;0.644;0.759;1.178;2.003
451;DR3-MGLB0-SA2;Meeting room;6;0.906;0.924;0.715;0.813;1.39;2.341
452;DR3-MGLB0-SI1534;Cafeteria;-8;0.5;0.553;0.182;0.236;1.051;1.127
453;DR3-MGLB0-SI2164;City park;2;0.868;0.919;0.575;0.742;1.078;1.768
454;DR3-MGLB0-SI904;Bus;-4;0.967;0.972;0.852;0.878;1.378;2.865
455;DR3-MGLB0-SX184;Sports Field;-2;0.945;0.963;0.818;0.896;1.074;2.772
456;DR3-MGLB0-SX274;Living room;0;0.827;0.887;0.559;0.741;1.173;1.566
457;DR3-MGLB0-SX364;City park;-6;0.724;0.807;0.367;0.454;1.027;1.231
458;DR3-MGLB0-SX4;Restaurant;-2;0.632;0.721;0.39;0.436;1.085;1.192
459;DR3-MGLB0-SX94;Cafeteria;-4;0.675;0.786;0.301;0.428;1.057;1.288
460;DR3-MHPG0-SA1;Metro;-2;0.852;0.899;0.662;0.757;1.142;1.799
461;DR3-MHPG0-SA2;Speech-shaped noise;-2;0.675;0.804;0.355;0.507;1.149;1.577
462;DR3-MHPG0-SI1090;Town square;-8;0.692;0.806;0.429;0.576;1.027;1.513
463;DR3-MHPG0-SI1720;Subway station;2;0.798;0.845;0.54;0.649;1.08;1.631
464;DR3-MHPG0-SI460;Living room;-4;0.68;0.765;0.337;0.438;1.035;1.31
465;DR3-MHPG0-SX100;Traffic;-4;0.693;0.792;0.381;0.528;1.028;1.53
466;DR3-MHPG0-SX10;Meeting room;-4;0.596;0.639;0.34;0.389;1.059;1.253
467;DR3-MHPG0-SX190;Copy machine;-6;0.439;0.459;0.131;0.107;1.039;1.058
468;DR3-MHPG0-SX280;Cafeteria;4;0.802;0.856;0.603;0.694;1.141;1.707
469;DR3-MHPG0-SX370;Meeting room;-6;0.686;0.772;0.429;0.522;1.023;1.181
470;DR3-MJBR0-SA1;Meeting room;-2;0.727;0.795;0.52;0.617;1.034;1.364
471;DR3-MJBR0-SA2;Bus;4;0.964;0.964;0.895;0.905;1.646;3.173
472;DR3-MJBR0-SI1001;Meeting room;-6;0.675;0.741;0.393;0.492;1.029;1.144
473;DR3-MJBR0-SI1631;Sports Field;-6;0.789;0.866;0.605;0.679;1.025;1.723
474;DR3-MJBR0-SI2261;Copy machine;-4;0.571;0.674;0.231;0.261;1.053;1.1
475;DR3-MJBR0-SX101;Copy machine;-2;0.668;0.75;0.347;0.428;1.027;1.17
476;DR3-MJBR0-SX11;City park;-6;0.41;0.48;0.392;0.363;1.026;1.087
477;DR3-MJBR0-SX191;Bus;-4;0.712;0.818;0.52;0.61;1.045;1.741
478;DR3-MJBR0-SX281;Living room;2;0.943;0.949;0.805;0.843;1.372;2.778
479;DR3-MJBR0-SX371;City park;-2;0.711;0.838;0.376;0.474;1.03;1.277
480;DR3-MJES0-SA1;Copy machine;0;0.551;0.617;0.327;0.436;1.048;1.216
481;DR3-MJES0-SA2;Cafeteria;6;0.81;0.861;0.6;0.662;1.203;1.632
482;DR3-MJES0-SI1384;River;-2;0.889;0.919;0.701;0.784;1.113;1.623
483;DR3-MJES0-SI2014;River;-6;0.658;0.729;0.333;0.406;1.037;1.405
484;DR3-MJES0-SI754;Restaurant;6;0.79;0.845;0.516;0.601;1.131;1.585
485;DR3-MJES0-SX124;Living room;4;0.905;0.924;0.677;0.776;1.18;2.032
486;DR3-MJES0-SX214;Town square;2;0.884;0.914;0.709;0.777;1.156;1.987
487;DR3-MJES0-SX304;Restaurant;-4;0.534;0.563;0.257;0.317;1.042;1.158
488;DR3-MJES0-SX34;Sports Field;-4;0.916;0.948;0.714;0.85;1.061;2.293
489;DR3-MJES0-SX394;Cafeteria;2;0.776;0.832;0.502;0.63;1.115;1.623
490;DR3-MJJG0-SA1;Town square;0;0.842;0.876;0.614;0.725;1.057;1.655
491;DR3-MJJG0-SA2;Traffic;-6;0.818;0.853;0.575;0.69;1.03;1.774
492;DR3-MJJG0-SI1003;Hallway;2;0.952;0.957;0.819;0.874;1.224;2.42
493;DR3-MJJG0-SI1633;Speech-shaped noise;6;0.835;0.89;0.561;0.672;1.229;1.774
494;DR3-MJJG0-SI2263;City park;4;0.942;0.946;0.802;0.83;1.122;1.792
495;DR3-MJJG0-SX103;Town square;6;0.935;0.955;0.829;0.888;1.183;2.662
496;DR3-MJJG0-SX13;Traffic;2;0.855;0.876;0.707;0.765;1.039;1.751
497;DR3-MJJG0-SX193;River;-4;0.538;0.602;0.253;0.302;1.037;1.213
498;DR3-MJJG0-SX283;Metro;-8;0.714;0.776;0.426;0.537;1.043;1.317
499;DR3-MJJG0-SX373;Metro;0;0.78;0.835;0.566;0.649;1.184;1.461
500;DR3-MJMP0-SA1;Living room;-2;0.66;0.732;0.46;0.553;1.025;1.311
501;DR3-MJMP0-SA2;Hallway;-2;0.923;0.933;0.792;0.841;1.062;2.219
502;DR3-MJMP0-SI1535;Subway station;2;0.806;0.875;0.603;0.734;1.049;1.737
503;DR3-MJMP0-SI1791;Hallway;4;0.959;0.936;0.836;0.823;1.129;2.194
504;DR3-MJMP0-SI905;Speech-shaped noise;-4;0.632;0.735;0.368;0.513;1.081;1.196
505;DR3-MJMP0-SX185;Hallway;-2;0.697;0.754;0.522;0.592;1.04;1.356
506;DR3-MJMP0-SX275;River;2;0.957;0.948;0.893;0.873;1.204;2.3
507;DR3-MJMP0-SX365;Traffic;-6;0.792;0.866;0.478;0.581;1.023;1.495
508;DR3-MJMP0-SX5;Speech-shaped noise;6;0.852;0.842;0.686;0.707;1.223;1.554
509;DR3-MJMP0-SX95;Traffic;0;0.878;0.914;0.655;0.739;1.03;1.815
510;DR3-MJVW0-SA1;Sports Field;6;0.969;0.972;0.91;0.932;1.284;2.899
511;DR3-MJVW0-SA2;Bus;-8;0.869;0.863;0.719;0.755;1.056;1.658
512;DR3-MJVW0-SI1733;Sports Field;-6;0.937;0.945;0.797;0.825;1.034;2.012
513;DR3-MJVW0-SI1758;Living room;6;0.845;0.882;0.564;0.701;1.119;1.756
514;DR3-MJVW0-SI473;Town square;-8;0.826;0.914;0.501;0.689;1.029;1.373
515;DR3-MJVW0-SX113;Meeting room;-8;0.557;0.581;0.318;0.377;1.035;1.099
516;DR3-MJVW0-SX203;Cafeteria;2;0.694;0.731;0.392;0.485;1.043;1.215
517;DR3-MJVW0-SX23;Metro;2;0.928;0.937;0.787;0.819;1.196;2.147
518;DR3-MJVW0-SX293;Copy machine;4;0.794;0.815;0.551;0.59;1.078;1.208
519;DR3-MJVW0-SX383;Town square;4;0.93;0.929;0.799;0.83;1.062;1.958
520;DR3-MKCH0-SA1;Metro;4;0.922;0.933;0.798;0.865;1.138;1.901
521;DR3-MKCH0-SA2;Speech-shaped noise;-2;0.657;0.764;0.345;0.481;1.104;1.389
522;DR3-MKCH0-SI1378;Town square;0;0.88;0.919;0.676;0.777;1.043;2.015
523;DR3-MKCH0-SI1425;Metro;-4;0.61;0.675;0.283;0.308;1.056;1.1
524;DR3-MKCH0-SI2008;River;2;0.918;0.934;0.722;0.753;1.07;2.078
525;DR3-MKCH0-SX118;Meeting room;-6;0.599;0.643;0.481;0.551;1.101;1.259
526;DR3-MKCH0-SX208;Metro;4;0.832;0.875;0.533;0.616;1.184;1.326
527;DR3-MKCH0-SX28;Meeting room;-8;0.597;0.655;0.286;0.313;1.032;1.082
528;DR3-MKCH0-SX298;Subway station;6;0.833;0.892;0.614;0.727;1.111;1.854
529;DR3-MKCH0-SX388;Restaurant;-2;0.606;0.686;0.286;0.33;1.047;1.136
530;DR3-MLNT0-SA1;Speech-shaped noise;-2;0.653;0.745;0.37;0.524;1.11;1.392
531;DR3-MLNT0-SA2;Restaurant;-2;0.473;0.538;0.227;0.31;1.083;1.161
532;DR3-MLNT0-SI1574;City park;6;0.933;0.938;0.837;0.862;1.296;2.473
533;DR3-MLNT0-SI1902;Speech-shaped noise;6;0.801;0.864;0.542;0.676;1.32;1.971
534;DR3-MLNT0-SI642;Living room;4;0.905;0.911;0.707;0.766;1.193;2.125
535;DR3-MLNT0-SX102;Town square;6;0.904;0.933;0.697;0.788;1.203;1.921
536;DR3-MLNT0-SX12;Restaurant;0;0.515;0.621;0.301;0.31;1.121;1.182
537;DR3-MLNT0-SX192;Hallway;-6;0.807;0.864;0.572;0.696;1.071;1.705
538;DR3-MLNT0-SX282;Cafeteria;-6;0.612;0.665;0.282;0.34;1.045;1.094
539;DR3-MLNT0-SX372;Speech-shaped noise;4;0.829;0.889;0.497;0.66;1.193;1.779
540;DR3-MMAB0-SA1;Bus;-4;0.883;0.897;0.711;0.773;1.067;2.17
541;DR3-MMAB0-SA2;Cafeteria;-4;0.482;0.536;0.301;0.306;1.041;1.137
542;DR3-MMAB0-SI1362;Town square;-8;0.845;0.908;0.538;0.697;1.032;2.202
543;DR3-MMAB0-SI1992;River;-4;0.869;0.906;0.7;0.761;1.04;1.945
544;DR3-MMAB0-SI732;Metro;-8;0.631;0.673;0.334;0.422;1.037;1.246
545;DR3-MMAB0-SX102;Town square;-6;0.835;0.913;0.594;0.748;1.028;1.684
546;DR3-MMAB0-SX12;Living room;4;0.811;0.873;0.587;0.665;1.095;2.188
547;DR3-MMAB0-SX192;Cafeteria;2;0.648;0.735;0.384;0.532;1.063;1.398
548;DR3-MMAB0-SX282;City park;-2;0.668;0.794;0.38;0.465;1.047;1.289
549;DR3-MMAB0-SX372;Living room;0;0.77;0.877;0.463;0.649;1.061;1.745
550;DR3-MMDH0-SA1;Metro;-8;0.735;0.804;0.553;0.662;1.028;1.404
551;DR3-MMDH0-SA2;River;-6;0.538;0.565;0.274;0.306;1.034;1.133
552;DR3-MMDH0-SI1656;Copy machine;-4;0.477;0.539;0.294;0.337;1.031;1.094
553;DR3-MMDH0-SI2118;Speech-shaped noise;6;0.784;0.838;0.581;0.698;1.18;1.618
554;DR3-MMDH0-SI2286;Bus;0;0.959;0.965;0.876;0.889;1.77;2.806
555;DR3-MMDH0-SX126;Cafeteria;-4;0.608;0.669;0.402;0.493;1.037;1.134
556;DR3-MMDH0-SX216;City park;-4;0.708;0.781;0.432;0.521;1.035;1.535
557;DR3-MMDH0-SX306;Town square;0;0.879;0.911;0.745;0.827;1.045;1.749
558;DR3-MMDH0-SX36;Traffic;6;0.889;0.916;0.721;0.813;1.064;2.05
559;DR3-MMDH0-SX396;Bus;6;0.993;0.989;0.969;0.969;1.945;3.347
560;DR3-MMJR0-SA1;Metro;-8;0.723;0.787;0.512;0.621;1.04;1.427
561;DR3-MMJR0-SA2;Copy machine;-8;0.453;0.442;0.117;0.139;1.021;1.037
562;DR3-MMJR0-SI1648;Speech-shaped noise;6;0.823;0.871;0.562;0.665;1.166;1.514
563;DR3-MMJR0-SI2166;Meeting room;-4;0.761;0.749;0.423;0.511;1.038;1.186
564;DR3-MMJR0-SI2278;Restaurant;6;0.85;0.872;0.638;0.696;1.245;1.643
565;DR3-MMJR0-SX118;Copy machine;-6;0.433;0.403;0.186;0.177;1.025;1.041
566;DR3-MMJR0-SX208;Sports Field;-6;0.789;0.833;0.428;0.602;1.031;1.523
567;DR3-MMJR0-SX28;Living room;-6;0.783;0.839;0.436;0.591;1.033;1.324
568;DR3-MMJR0-SX298;Copy machine;0;0.592;0.681;0.348;0.371;1.049;1.162
569;DR3-MMJR0-SX388;Sports Field;-4;0.898;0.915;0.666;0.754;1.042;1.9
570;DR3-MMWH0-SA1;River;-6;0.851;0.886;0.713;0.782;1.031;1.792
571;DR3-MMWH0-SA2;Meeting room;2;0.698;0.773;0.512;0.598;1.086;1.811
572;DR3-MMWH0-SI1089;Traffic;2;0.91;0.937;0.647;0.794;1.113;2.09
573;DR3-MMWH0-SI1301;Copy machine;-2;0.607;0.717;0.218;0.304;1.048;1.119
574;DR3-MMWH0-SI459;Bus;-2;0.922;0.95;0.68;0.814;1.071;2.167
575;DR3-MMWH0-SX189;Speech-shaped noise;-2;0.653;0.8;0.357;0.489;1.106;1.294
576;DR3-MMWH0-SX279;Copy machine;0;0.608;0.693;0.281;0.398;1.059;1.148
577;DR3-MMWH0-SX369;Hallway;-6;0.856;0.907;0.692;0.748;1.207;1.989
578;DR3-MMWH0-SX99;Sports Field;2;0.907;0.934;0.772;0.831;1.141;2.636
579;DR3-MMWH0-SX9;Subway station;-4;0.556;0.588;0.403;0.385;1.032;1.271
580;DR3-MRTK0-SA1;Sports Field;-8;0.759;0.87;0.541;0.699;1.027;1.755
581;DR3-MRTK0-SA2;Speech-shaped noise;6;0.781;0.855;0.546;0.668;1.477;2.075
582;DR3-MRTK0-SI1093;Subway station;-2;0.676;0.816;0.371;0.53;1.053;1.712
583;DR3-MRTK0-SI1723;Subway station;0;0.779;0.864;0.505;0.627;1.104;1.919
584;DR3-MRTK0-SI1750;Copy machine;-8;0.476;0.657;0.223;0.257;1.077;1.153
585;DR3-MRTK0-SX103;Sports Field;-2;0.881;0.936;0.684;0.825;1.123;2.434
586;DR3-MRTK0-SX13;Restaurant;4;0.678;0.79;0.435;0.597;1.171;1.576
587;DR3-MRTK0-SX193;Cafeteria;-8;0.337;0.431;0.183;0.145;1.04;1.212
588;DR3-MRTK0-SX283;Metro;6;0.838;0.875;0.569;0.654;1.334;1.874
589;DR3-MRTK0-SX373;Sports Field;-4;0.803;0.891;0.531;0.661;1.032;1.84
590;DR3-MTAA0-SA1;Metro;0;0.879;0.905;0.743;0.798;1.174;2.153
591;DR3-MTAA0-SA2;Subway station;-6;0.567;0.647;0.318;0.36;1.021;1.167
592;DR3-MTAA0-SI1285;Hallway;-2;0.793;0.824;0.593;0.635;1.05;1.688
593;DR3-MTAA0-SI1915;Hallway;-6;0.743;0.789;0.542;0.605;1.034;1.336
594;DR3-MTAA0-SI596;Town square;-6;0.439;0.476;0.306;0.366;1.03;1.214
595;DR3-MTAA0-SX115;Meeting room;-6;0.513;0.58;0.295;0.351;1.033;1.211
596;DR3-MTAA0-SX205;Town square;-2;0.842;0.891;0.697;0.776;1.044;2.03
597;DR3-MTAA0-SX25;Metro;-2;0.709;0.714;0.573;0.537;1.041;1.277
598;DR3-MTAA0-SX295;Sports Field;-8;0.878;0.912;0.751;0.81;1.028;2.008
599;DR3-MTAA0-SX385;Bus;6;0.987;0.978;0.942;0.949;1.61;3.113
600;DR3-MTDT0-SA1;Cafeteria;-2;0.683;0.764;0.459;0.588;1.042;1.32
601;DR3-MTDT0-SA2;Town square;0;0.845;0.892;0.668;0.751;1.05;1.96
602;DR3-MTDT0-SI1994;Traffic;-6;0.683;0.789;0.375;0.438;1.02;1.382
603;DR3-MTDT0-SI2254;Bus;-2;0.953;0.955;0.814;0.874;1.052;2.539
604;DR3-MTDT0-SI994;Bus;4;0.965;0.969;0.895;0.928;1.441;2.589
