Sample;Speech;Noise;SNR;STOI orig.;STOI pred.;eSTOI orig.;eSTOI pred.;PESQ orig.;PESQ pred.
605;DR3-MTDT0-SX184;Subway station;2;0.814;0.89;0.569;0.719;1.067;1.784
606;DR3-MTDT0-SX274;Copy machine;-4;0.513;0.655;0.327;0.411;1.053;1.09
607;DR3-MTDT0-SX364;Metro;4;0.858;0.897;0.603;0.703;1.147;1.822
608;DR3-MTDT0-SX4;Living room;-6;0.641;0.676;0.4;0.424;1.026;1.188
609;DR3-MTDT0-SX94;Sports Field;-4;0.867;0.926;0.616;0.762;1.033;1.787
610;DR3-MTHC0-SA1;Restaurant;-6;0.511;0.53;0.23;0.358;1.037;1.087
611;DR3-MTHC0-SA2;City park;-4;0.893;0.925;0.735;0.839;1.071;2.168
612;DR3-MTHC0-SI1015;Subway station;4;0.843;0.897;0.594;0.74;1.113;1.766
613;DR3-MTHC0-SI1645;Restaurant;-4;0.51;0.578;0.215;0.328;1.048;1.169
614;DR3-MTHC0-SI2275;Cafeteria;-6;0.614;0.694;0.333;0.459;1.032;1.196
615;DR3-MTHC0-SX115;Meeting room;-2;0.691;0.728;0.403;0.451;1.037;1.227
616;DR3-MTHC0-SX205;Copy machine;-4;0.496;0.563;0.197;0.239;1.033;1.07
617;DR3-MTHC0-SX25;Cafeteria;4;0.822;0.855;0.713;0.753;1.186;1.649
618;DR3-MTHC0-SX295;Subway station;-8;0.626;0.704;0.281;0.369;1.022;1.137
619;DR3-MTHC0-SX385;Town square;4;0.934;0.959;0.84;0.893;1.293;2.735
620;DR3-MWJG0-SA1;River;0;0.715;0.747;0.457;0.551;1.106;1.486
621;DR3-MWJG0-SA2;Traffic;6;0.907;0.926;0.736;0.822;1.227;2.589
622;DR3-MWJG0-SI1124;Cafeteria;2;0.755;0.828;0.452;0.578;1.158;1.6
623;DR3-MWJG0-SI1754;Cafeteria;-2;0.693;0.744;0.232;0.305;1.118;1.328
624;DR3-MWJG0-SI494;Speech-shaped noise;4;0.766;0.858;0.46;0.584;1.305;2.093
625;DR3-MWJG0-SX134;Cafeteria;4;0.84;0.882;0.583;0.666;1.271;1.829
626;DR3-MWJG0-SX224;Hallway;4;0.981;0.978;0.924;0.934;1.494;2.736
627;DR3-MWJG0-SX314;City park;0;0.843;0.844;0.578;0.654;1.109;1.399
628;DR3-MWJG0-SX404;Subway station;-2;0.651;0.73;0.244;0.376;1.057;1.649
629;DR3-MWJG0-SX44;Town square;-2;0.806;0.83;0.551;0.595;1.05;1.999
630;DR4-FADG0-SA1;Metro;4;0.803;0.843;0.675;0.761;1.033;1.58
631;DR4-FADG0-SA2;Subway station;-8;0.504;0.515;0.304;0.322;1.018;1.034
632;DR4-FADG0-SI1279;Metro;-4;0.745;0.776;0.612;0.659;1.032;1.375
633;DR4-FADG0-SI1909;Sports Field;-8;0.747;0.78;0.581;0.649;1.023;1.352
634;DR4-FADG0-SI649;Town square;-2;0.786;0.807;0.638;0.688;1.026;1.466
635;DR4-FADG0-SX109;Bus;2;0.92;0.907;0.849;0.854;1.231;2.484
636;DR4-FADG0-SX199;Living room;-2;0.802;0.83;0.579;0.646;1.025;1.301
637;DR4-FADG0-SX19;Meeting room;0;0.772;0.778;0.55;0.607;1.022;1.232
638;DR4-FADG0-SX289;Hallway;4;0.769;0.814;0.683;0.733;1.04;1.544
639;DR4-FADG0-SX379;Copy machine;-6;0.442;0.479;0.184;0.153;1.018;1.026
640;DR4-FCFT0-SA1;Copy machine;0;0.511;0.556;0.351;0.417;1.025;1.072
641;DR4-FCFT0-SA2;Town square;-4;0.786;0.83;0.638;0.712;1.025;1.545
642;DR4-FCFT0-SI1178;River;2;0.687;0.774;0.418;0.564;1.039;1.248
643;DR4-FCFT0-SI1808;River;6;0.879;0.91;0.749;0.818;1.051;1.821
644;DR4-FCFT0-SI548;Hallway;2;0.778;0.817;0.698;0.694;1.043;1.432
645;DR4-FCFT0-SX188;Traffic;0;0.828;0.857;0.631;0.736;1.03;1.734
646;DR4-FCFT0-SX278;Town square;2;0.894;0.914;0.78;0.844;1.062;1.987
647;DR4-FCFT0-SX368;Traffic;-8;0.599;0.631;0.335;0.42;1.018;1.133
648;DR4-FCFT0-SX8;Hallway;-2;0.845;0.882;0.721;0.791;1.05;1.913
649;DR4-FCFT0-SX98;Traffic;0;0.843;0.889;0.622;0.727;1.035;1.752
650;DR4-FCRH0-SA1;Bus;-2;0.922;0.955;0.806;0.905;1.026;2.47
651;DR4-FCRH0-SA2;Sports Field;-8;0.741;0.833;0.524;0.703;1.022;1.345
652;DR4-FCRH0-SI1088;River;2;0.683;0.757;0.386;0.477;1.038;1.256
653;DR4-FCRH0-SI1718;Traffic;4;0.843;0.912;0.616;0.767;1.037;1.777
654;DR4-FCRH0-SI458;City park;2;0.81;0.844;0.565;0.672;1.032;1.518
655;DR4-FCRH0-SX188;River;-4;0.677;0.752;0.4;0.461;1.026;1.314
656;DR4-FCRH0-SX278;Hallway;-2;0.789;0.849;0.618;0.719;1.041;1.607
657;DR4-FCRH0-SX368;Town square;-2;0.822;0.898;0.609;0.757;1.024;1.89
658;DR4-FCRH0-SX8;Town square;-4;0.806;0.864;0.704;0.784;1.026;1.471
659;DR4-FCRH0-SX98;Sports Field;-6;0.868;0.911;0.687;0.81;1.036;2.295
660;DR4-FDMS0-SA1;Metro;-4;0.763;0.813;0.6;0.718;1.02;1.341
661;DR4-FDMS0-SA2;Copy machine;0;0.605;0.678;0.44;0.484;1.049;1.147
662;DR4-FDMS0-SI1218;Copy machine;-2;0.542;0.587;0.397;0.473;1.027;1.083
663;DR4-FDMS0-SI1502;Restaurant;-2;0.626;0.628;0.357;0.426;1.033;1.095
664;DR4-FDMS0-SI1848;Living room;-6;0.776;0.8;0.579;0.671;1.02;1.238
665;DR4-FDMS0-SX138;Cafeteria;-4;0.642;0.654;0.343;0.46;1.033;1.094
666;DR4-FDMS0-SX228;Meeting room;-4;0.663;0.65;0.49;0.469;1.053;1.187
667;DR4-FDMS0-SX318;Cafeteria;4;0.896;0.898;0.709;0.783;1.089;1.418
668;DR4-FDMS0-SX408;Subway station;-4;0.647;0.723;0.342;0.467;1.023;1.192
669;DR4-FDMS0-SX48;Hallway;-8;0.669;0.676;0.574;0.629;1.03;1.252
670;DR4-FEDW0-SA1;Copy machine;-2;0.545;0.613;0.289;0.34;1.024;1.074
671;DR4-FEDW0-SA2;Traffic;6;0.871;0.903;0.654;0.764;1.049;2.341
672;DR4-FEDW0-SI1084;Meeting room;-4;0.634;0.665;0.377;0.451;1.026;1.125
673;DR4-FEDW0-SI1653;Copy machine;-8;0.54;0.495;0.138;0.118;1.032;1.06
674;DR4-FEDW0-SI1714;Sports Field;6;0.87;0.892;0.717;0.748;1.027;1.881
675;DR4-FEDW0-SX184;Speech-shaped noise;-8;0.465;0.548;0.175;0.179;1.034;1.067
676;DR4-FEDW0-SX274;Traffic;0;0.797;0.837;0.506;0.622;1.026;1.554
677;DR4-FEDW0-SX364;River;-4;0.545;0.618;0.256;0.285;1.023;1.141
678;DR4-FEDW0-SX4;River;-4;0.72;0.743;0.548;0.557;1.034;1.421
679;DR4-FEDW0-SX94;River;-8;0.785;0.849;0.619;0.718;1.027;1.592
680;DR4-FGJD0-SA1;Subway station;-8;0.561;0.642;0.295;0.453;1.02;1.107
681;DR4-FGJD0-SA2;Living room;-4;0.657;0.732;0.458;0.52;1.021;1.226
682;DR4-FGJD0-SI1179;River;6;0.873;0.922;0.725;0.826;1.135;2.06
683;DR4-FGJD0-SI549;Living room;6;0.842;0.889;0.574;0.718;1.066;1.717
684;DR4-FGJD0-SI818;City park;-4;0.699;0.765;0.454;0.592;1.024;1.23
685;DR4-FGJD0-SX189;City park;-8;0.442;0.437;0.239;0.29;1.022;1.039
686;DR4-FGJD0-SX279;Living room;6;0.892;0.918;0.72;0.788;1.08;2.179
687;DR4-FGJD0-SX369;Metro;-6;0.632;0.732;0.427;0.496;1.025;1.413
688;DR4-FGJD0-SX99;Cafeteria;-4;0.657;0.726;0.379;0.5;1.031;1.179
689;DR4-FGJD0-SX9;Town square;0;0.674;0.749;0.497;0.598;1.034;1.273
690;DR4-FJLM0-SA1;Meeting room;0;0.768;0.815;0.521;0.629;1.057;1.252
691;DR4-FJLM0-SA2;River;0;0.897;0.917;0.745;0.803;1.083;2.049
692;DR4-FJLM0-SI1043;Sports Field;-4;0.918;0.947;0.722;0.84;1.039;1.72
693;DR4-FJLM0-SI1673;Traffic;4;0.881;0.91;0.624;0.718;1.044;1.887
694;DR4-FJLM0-SI2303;Meeting room;6;0.864;0.889;0.686;0.744;1.062;1.816
695;DR4-FJLM0-SX143;Restaurant;-6;0.501;0.49;0.149;0.188;1.026;1.038
696;DR4-FJLM0-SX233;Copy machine;0;0.626;0.636;0.361;0.391;1.027;1.088
697;DR4-FJLM0-SX323;River;-8;0.629;0.673;0.357;0.396;1.021;1.214
698;DR4-FJLM0-SX413;Hallway;-4;0.955;0.957;0.822;0.874;1.141;2.331
699;DR4-FJLM0-SX53;Restaurant;0;0.659;0.678;0.4;0.437;1.042;1.098
700;DR4-FJMG0-SA1;Sports Field;-2;0.908;0.923;0.838;0.869;1.033;2.568
701;DR4-FJMG0-SA2;Subway station;2;0.695;0.69;0.541;0.557;1.022;1.284
702;DR4-FJMG0-SI1181;Bus;2;0.909;0.894;0.845;0.825;1.056;2.461
703;DR4-FJMG0-SI1811;Restaurant;4;0.702;0.738;0.446;0.502;1.046;1.253
704;DR4-FJMG0-SI551;Copy machine;-4;0.523;0.424;0.286;0.235;1.021;1.033
705;DR4-FJMG0-SX101;Restaurant;6;0.694;0.729;0.492;0.564;1.044;1.181
706;DR4-FJMG0-SX11;Metro;0;0.744;0.778;0.664;0.707;1.016;1.297
707;DR4-FJMG0-SX191;River;2;0.605;0.624;0.369;0.414;1.028;1.16
708;DR4-FJMG0-SX281;Metro;-4;0.672;0.683;0.455;0.47;1.068;1.06
709;DR4-FJMG0-SX371;Town square;-6;0.816;0.819;0.627;0.691;1.023;1.39
710;DR4-FLBW0-SA1;City park;2;0.778;0.841;0.664;0.776;1.034;1.413
711;DR4-FLBW0-SA2;Meeting room;2;0.709;0.721;0.532;0.568;1.062;1.233
712;DR4-FLBW0-SI1219;Living room;6;0.865;0.879;0.725;0.793;1.08;1.734
713;DR4-FLBW0-SI1849;Cafeteria;-4;0.596;0.617;0.324;0.319;1.023;1.074
714;DR4-FLBW0-SI2253;Subway station;4;0.881;0.912;0.599;0.703;1.054;1.521
715;DR4-FLBW0-SX139;Cafeteria;-4;0.586;0.644;0.335;0.405;1.024;1.123
716;DR4-FLBW0-SX229;Copy machine;-8;0.461;0.452;0.205;0.13;1.019;1.028
717;DR4-FLBW0-SX319;Speech-shaped noise;-8;0.462;0.493;0.178;0.202;1.035;1.067
718;DR4-FLBW0-SX409;Traffic;2;0.894;0.915;0.707;0.798;1.028;1.63
719;DR4-FLBW0-SX49;River;6;0.904;0.937;0.793;0.87;1.044;2.14
720;DR4-FLKD0-SA1;Speech-shaped noise;4;0.751;0.813;0.534;0.654;1.111;1.514
721;DR4-FLKD0-SA2;Traffic;-2;0.83;0.878;0.635;0.748;1.023;1.751
722;DR4-FLKD0-SI1369;Metro;2;0.879;0.92;0.738;0.798;1.101;1.758
723;DR4-FLKD0-SI739;Restaurant;0;0.672;0.746;0.318;0.425;1.043;1.212
724;DR4-FLKD0-SI894;Copy machine;0;0.617;0.719;0.48;0.54;1.075;1.157
725;DR4-FLKD0-SX109;Bus;-2;0.933;0.934;0.835;0.872;1.058;2.367
726;DR4-FLKD0-SX199;Subway station;-6;0.622;0.745;0.345;0.529;1.024;1.172
727;DR4-FLKD0-SX19;Metro;-6;0.726;0.804;0.524;0.649;1.026;1.345
728;DR4-FLKD0-SX289;River;-8;0.506;0.608;0.224;0.327;1.028;1.107
729;DR4-FLKD0-SX379;Hallway;4;0.913;0.931;0.759;0.845;1.248;2.119
730;DR4-FMAF0-SA1;Sports Field;-4;0.934;0.952;0.823;0.89;1.038;2.276
731;DR4-FMAF0-SA2;Copy machine;-6;0.496;0.531;0.213;0.198;1.028;1.091
732;DR4-FMAF0-SI1459;Traffic;-2;0.755;0.831;0.423;0.548;1.044;1.428
733;DR4-FMAF0-SI2089;Copy machine;-8;0.544;0.579;0.245;0.286;1.029;1.091
734;DR4-FMAF0-SI829;Restaurant;-8;0.461;0.455;0.131;0.152;1.03;1.046
735;DR4-FMAF0-SX109;City park;-2;0.808;0.872;0.501;0.683;1.04;1.576
736;DR4-FMAF0-SX199;River;-6;0.643;0.736;0.36;0.483;1.037;1.218
737;DR4-FMAF0-SX19;River;0;0.807;0.843;0.466;0.583;1.056;1.387
738;DR4-FMAF0-SX289;City park;-8;0.53;0.689;0.344;0.438;1.022;1.138
739;DR4-FMAF0-SX379;Metro;-4;0.678;0.81;0.349;0.562;1.056;1.374
740;DR4-FMCM0-SA1;City park;-6;0.651;0.695;0.373;0.429;1.018;1.129
741;DR4-FMCM0-SA2;Copy machine;-6;0.586;0.638;0.369;0.417;1.023;1.118
742;DR4-FMCM0-SI1180;Metro;-4;0.715;0.777;0.441;0.572;1.038;1.149
743;DR4-FMCM0-SI1810;Meeting room;-2;0.692;0.695;0.442;0.434;1.024;1.222
744;DR4-FMCM0-SI550;Cafeteria;-4;0.691;0.728;0.37;0.424;1.032;1.137
745;DR4-FMCM0-SX100;Sports Field;6;0.905;0.935;0.71;0.842;1.054;2.401
746;DR4-FMCM0-SX10;City park;2;0.819;0.857;0.617;0.673;1.035;1.62
747;DR4-FMCM0-SX190;Copy machine;-6;0.434;0.445;0.264;0.283;1.024;1.05
748;DR4-FMCM0-SX280;Copy machine;-2;0.525;0.619;0.281;0.371;1.024;1.062
749;DR4-FMCM0-SX370;Metro;-6;0.619;0.67;0.366;0.439;1.021;1.098
750;DR4-FNMR0-SA1;Living room;-4;0.771;0.827;0.515;0.673;1.023;1.321
751;DR4-FNMR0-SA2;Copy machine;-6;0.447;0.527;0.226;0.274;1.031;1.089
752;DR4-FNMR0-SI1399;Cafeteria;4;0.806;0.864;0.58;0.665;1.048;1.552
753;DR4-FNMR0-SI2029;Subway station;-4;0.611;0.718;0.341;0.502;1.024;1.299
754;DR4-FNMR0-SI769;Copy machine;2;0.692;0.796;0.555;0.621;1.085;1.234
755;DR4-FNMR0-SX139;City park;6;0.852;0.913;0.646;0.778;1.062;1.948
756;DR4-FNMR0-SX229;Sports Field;-6;0.867;0.913;0.612;0.787;1.03;1.577
757;DR4-FNMR0-SX319;Restaurant;0;0.605;0.688;0.323;0.345;1.029;1.109
758;DR4-FNMR0-SX409;Cafeteria;6;0.848;0.874;0.598;0.698;1.069;1.521
759;DR4-FNMR0-SX49;Sports Field;6;0.957;0.962;0.881;0.906;1.14;2.95
760;DR4-FREW0-SA1;Meeting room;-8;0.465;0.451;0.24;0.262;1.019;1.045
761;DR4-FREW0-SA2;Living room;2;0.749;0.796;0.605;0.649;1.037;1.322
762;DR4-FREW0-SI1030;Hallway;2;0.977;0.977;0.922;0.936;1.521;2.474
763;DR4-FREW0-SI1280;Meeting room;-6;0.605;0.621;0.339;0.356;1.023;1.068
764;DR4-FREW0-SI1910;Hallway;-2;0.885;0.917;0.72;0.811;1.106;2.117
765;DR4-FREW0-SX110;Cafeteria;6;0.796;0.849;0.546;0.634;1.105;1.424
766;DR4-FREW0-SX200;Meeting room;-6;0.659;0.644;0.313;0.304;1.029;1.116
767;DR4-FREW0-SX20;Speech-shaped noise;-6;0.404;0.534;0.176;0.3;1.037;1.09
768;DR4-FREW0-SX290;Restaurant;0;0.651;0.688;0.319;0.422;1.04;1.126
769;DR4-FREW0-SX380;Living room;-2;0.796;0.834;0.533;0.636;1.03;1.192
770;DR4-FRNG0-SA1;Meeting room;-2;0.687;0.635;0.458;0.407;1.019;1.098
771;DR4-FRNG0-SA2;City park;-4;0.599;0.622;0.434;0.503;1.02;1.097
772;DR4-FRNG0-SI1355;Sports Field;4;0.889;0.867;0.757;0.736;1.046;1.946
773;DR4-FRNG0-SI1985;Hallway;-8;0.843;0.839;0.661;0.638;1.038;1.885
774;DR4-FRNG0-SI725;River;2;0.718;0.75;0.503;0.562;1.028;1.202
775;DR4-FRNG0-SX185;Subway station;-4;0.517;0.493;0.405;0.344;1.016;1.056
776;DR4-FRNG0-SX275;Cafeteria;-6;0.572;0.605;0.254;0.274;1.022;1.032
777;DR4-FRNG0-SX365;City park;0;0.737;0.782;0.506;0.544;1.027;1.19
778;DR4-FRNG0-SX5;Restaurant;2;0.622;0.61;0.429;0.455;1.039;1.115
779;DR4-FRNG0-SX95;Restaurant;4;0.756;0.713;0.509;0.493;1.035;1.099
780;DR4-FSEM0-SA1;Bus;4;0.907;0.915;0.818;0.852;1.024;2.569
781;DR4-FSEM0-SA2;Subway station;-4;0.561;0.602;0.356;0.388;1.023;1.068
782;DR4-FSEM0-SI1198;Town square;2;0.871;0.841;0.737;0.683;1.031;1.695
783;DR4-FSEM0-SI1828;River;-6;0.809;0.842;0.616;0.662;1.034;1.475
784;DR4-FSEM0-SI568;Hallway;6;0.928;0.928;0.844;0.863;1.137;2.569
785;DR4-FSEM0-SX118;City park;-8;0.64;0.669;0.449;0.489;1.019;1.276
786;DR4-FSEM0-SX208;Hallway;0;0.74;0.825;0.579;0.658;1.039;1.457
787;DR4-FSEM0-SX28;River;0;0.743;0.781;0.507;0.556;1.035;1.197
788;DR4-FSEM0-SX298;Town square;-2;0.867;0.863;0.738;0.755;1.03;1.738
789;DR4-FSEM0-SX388;Metro;2;0.788;0.814;0.659;0.7;1.053;1.488
790;DR4-MBNS0-SA1;River;0;0.748;0.814;0.539;0.667;1.09;1.578
791;DR4-MBNS0-SA2;Town square;-6;0.735;0.816;0.492;0.584;1.031;1.731
792;DR4-MBNS0-SI1220;Sports Field;-4;0.878;0.928;0.754;0.849;1.034;2.462
793;DR4-MBNS0-SI1850;River;4;0.893;0.909;0.782;0.816;1.179;2.323
794;DR4-MBNS0-SI590;River;0;0.972;0.977;0.901;0.936;1.099;2.497
795;DR4-MBNS0-SX140;Subway station;-6;0.587;0.692;0.333;0.46;1.035;1.229
796;DR4-MBNS0-SX230;Metro;6;0.94;0.948;0.858;0.892;1.827;3.027
797;DR4-MBNS0-SX320;Hallway;-2;0.745;0.878;0.534;0.676;1.057;1.687
798;DR4-MBNS0-SX410;Bus;0;0.973;0.975;0.88;0.907;1.507;2.836
799;DR4-MBNS0-SX50;Cafeteria;-8;0.544;0.623;0.207;0.234;1.033;1.109
800;DR4-MDLS0-SA1;Sports Field;-6;0.781;0.849;0.557;0.702;1.019;1.716
801;DR4-MDLS0-SA2;Cafeteria;4;0.939;0.945;0.828;0.865;1.253;2.77
802;DR4-MDLS0-SI1628;Restaurant;6;0.721;0.784;0.458;0.511;1.169;1.565
803;DR4-MDLS0-SI2258;Living room;2;0.77;0.803;0.582;0.606;1.034;1.42
804;DR4-MDLS0-SI998;Speech-shaped noise;6;0.847;0.894;0.523;0.708;1.142;1.879
805;DR4-MDLS0-SX188;Restaurant;-8;0.373;0.383;0.127;0.102;1.032;1.051
806;DR4-MDLS0-SX278;Town square;2;0.86;0.898;0.683;0.777;1.091;1.843
807;DR4-MDLS0-SX368;Meeting room;-8;0.55;0.549;0.382;0.357;1.027;1.163
808;DR4-MDLS0-SX8;River;2;0.651;0.728;0.463;0.553;1.065;1.264
809;DR4-MDLS0-SX98;Living room;2;0.852;0.901;0.477;0.604;1.118;1.82
810;DR4-MDRM0-SA1;Meeting room;-2;0.613;0.677;0.445;0.48;1.054;1.207
811;DR4-MDRM0-SA2;Hallway;0;0.899;0.902;0.734;0.784;1.161;2.322
812;DR4-MDRM0-SI1013;Bus;-2;0.959;0.965;0.884;0.905;1.634;2.417
813;DR4-MDRM0-SI1643;Traffic;-8;0.718;0.813;0.457;0.562;1.021;1.355
814;DR4-MDRM0-SI2273;Speech-shaped noise;-2;0.598;0.691;0.279;0.378;1.069;1.345
815;DR4-MDRM0-SX113;Speech-shaped noise;2;0.786;0.878;0.444;0.58;1.147;1.482
816;DR4-MDRM0-SX203;Cafeteria;-6;0.491;0.534;0.203;0.22;1.033;1.12
817;DR4-MDRM0-SX23;Sports Field;0;0.942;0.947;0.869;0.888;1.131;2.81
818;DR4-MDRM0-SX293;Living room;0;0.87;0.887;0.596;0.671;1.069;1.469
819;DR4-MDRM0-SX383;Copy machine;-2;0.578;0.579;0.354;0.368;1.036;1.083
820;DR4-MGMM0-SA1;Living room;-8;0.579;0.635;0.254;0.339;1.024;1.076
821;DR4-MGMM0-SA2;Traffic;2;0.884;0.904;0.674;0.735;1.09;1.793
822;DR4-MGMM0-SI1129;Traffic;4;0.938;0.955;0.741;0.838;1.119;2.248
823;DR4-MGMM0-SI1759;Subway station;0;0.728;0.842;0.384;0.596;1.038;1.217
824;DR4-MGMM0-SI499;Subway station;-8;0.537;0.653;0.217;0.337;1.03;1.197
825;DR4-MGMM0-SX139;Sports Field;4;0.919;0.95;0.745;0.839;1.103;2.422
826;DR4-MGMM0-SX229;Bus;-4;0.953;0.963;0.814;0.855;1.238;2.837
827;DR4-MGMM0-SX319;Traffic;-4;0.744;0.831;0.335;0.555;1.026;1.426
828;DR4-MGMM0-SX409;Copy machine;2;0.733;0.86;0.451;0.589;1.091;1.22
829;DR4-MGMM0-SX49;Metro;2;0.735;0.787;0.425;0.476;1.157;1.429
830;DR4-MJDM1-SA1;Restaurant;-6;0.471;0.503;0.172;0.206;1.024;1.048
831;DR4-MJDM1-SA2;Bus;-8;0.92;0.939;0.81;0.868;1.112;3.023
832;DR4-MJDM1-SI1085;Meeting room;-6;0.632;0.616;0.346;0.353;1.07;1.195
833;DR4-MJDM1-SI1715;Meeting room;-2;0.629;0.689;0.418;0.445;1.033;1.245
834;DR4-MJDM1-SI455;Speech-shaped noise;4;0.788;0.871;0.528;0.702;1.145;1.804
835;DR4-MJDM1-SX185;Traffic;-8;0.682;0.726;0.559;0.545;1.019;1.53
836;DR4-MJDM1-SX275;Sports Field;-6;0.84;0.885;0.663;0.734;1.035;1.756
837;DR4-MJDM1-SX365;Town square;-4;0.857;0.895;0.628;0.72;1.037;1.765
838;DR4-MJDM1-SX5;Sports Field;6;0.984;0.978;0.962;0.949;1.163;3.318
839;DR4-MJDM1-SX95;Sports Field;2;0.923;0.952;0.77;0.88;1.069;2.817
840;DR4-MJRF0-SA1;Traffic;0;0.825;0.887;0.604;0.731;1.031;1.796
841;DR4-MJRF0-SA2;Subway station;-4;0.699;0.781;0.483;0.584;1.034;1.549
842;DR4-MJRF0-SI1114;Town square;2;0.865;0.943;0.62;0.844;1.034;1.693
843;DR4-MJRF0-SI2081;Cafeteria;-2;0.559;0.613;0.356;0.464;1.044;1.238
844;DR4-MJRF0-SI821;Cafeteria;2;0.851;0.894;0.579;0.654;1.111;1.552
845;DR4-MJRF0-SX101;Town square;-4;0.76;0.844;0.445;0.591;1.031;1.391
846;DR4-MJRF0-SX11;Speech-shaped noise;6;0.711;0.774;0.537;0.567;1.234;1.746
847;DR4-MJRF0-SX191;Traffic;0;0.747;0.815;0.525;0.628;1.031;1.781
848;DR4-MJRF0-SX281;Sports Field;0;0.907;0.942;0.695;0.825;1.052;2.033
849;DR4-MJRF0-SX371;Bus;6;0.992;0.983;0.96;0.933;2.136;3.101
850;DR4-MKCL0-SA1;River;6;0.851;0.892;0.683;0.765;1.228;2.023
851;DR4-MKCL0-SA2;Bus;-6;0.771;0.854;0.596;0.724;1.027;1.781
852;DR4-MKCL0-SI1091;Living room;-4;0.818;0.884;0.561;0.728;1.043;1.696
853;DR4-MKCL0-SI1721;Cafeteria;-8;0.45;0.5;0.323;0.304;1.022;1.126
854;DR4-MKCL0-SI461;Living room;6;0.845;0.889;0.625;0.719;1.203;1.819
855;DR4-MKCL0-SX101;Speech-shaped noise;6;0.776;0.848;0.504;0.615;1.19;1.728
856;DR4-MKCL0-SX11;River;-6;0.374;0.448;0.187;0.144;1.032;1.101
857;DR4-MKCL0-SX191;Meeting room;4;0.757;0.809;0.519;0.561;1.1;1.517
858;DR4-MKCL0-SX281;Traffic;-6;0.776;0.871;0.423;0.582;1.027;1.397
859;DR4-MKCL0-SX371;Metro;-6;0.651;0.768;0.325;0.448;1.093;1.223
860;DR4-MLJB0-SA1;Hallway;-8;0.932;0.935;0.802;0.841;1.121;2.629
861;DR4-MLJB0-SA2;City park;4;0.79;0.835;0.607;0.666;1.182;1.835
862;DR4-MLJB0-SI1310;Sports Field;-6;0.85;0.908;0.505;0.667;1.036;1.723
863;DR4-MLJB0-SI1940;Town square;-6;0.795;0.83;0.583;0.656;1.028;1.912
864;DR4-MLJB0-SI680;City park;-4;0.818;0.857;0.515;0.596;1.047;1.646
865;DR4-MLJB0-SX140;Traffic;4;0.847;0.887;0.557;0.651;1.16;2.049
866;DR4-MLJB0-SX230;Living room;-8;0.619;0.749;0.29;0.427;1.038;1.417
867;DR4-MLJB0-SX320;City park;4;0.941;0.945;0.768;0.819;1.218;2.324
868;DR4-MLJB0-SX410;Copy machine;6;0.824;0.866;0.452;0.564;1.23;1.463
869;DR4-MLJB0-SX50;Metro;-4;0.732;0.858;0.303;0.48;1.041;1.424
870;DR4-MLLL0-SA1;Town square;-6;0.757;0.836;0.569;0.69;1.023;1.743
871;DR4-MLLL0-SA2;City park;-6;0.726;0.803;0.483;0.62;1.03;1.349
872;DR4-MLLL0-SI1363;Metro;2;0.819;0.897;0.556;0.736;1.036;1.65
873;DR4-MLLL0-SI1993;Cafeteria;-2;0.64;0.713;0.335;0.494;1.034;1.141
874;DR4-MLLL0-SI733;Cafeteria;-2;0.671;0.738;0.438;0.534;1.025;1.175
875;DR4-MLLL0-SX103;Traffic;-6;0.778;0.848;0.531;0.693;1.032;1.738
876;DR4-MLLL0-SX13;Hallway;6;0.898;0.927;0.798;0.853;1.091;2.373
877;DR4-MLLL0-SX193;Living room;-8;0.675;0.752;0.418;0.524;1.018;1.29
878;DR4-MLLL0-SX283;Speech-shaped noise;-8;0.501;0.682;0.174;0.364;1.039;1.128
879;DR4-MLLL0-SX373;Metro;-8;0.625;0.722;0.398;0.508;1.022;1.227
880;DR4-MPCS0-SA1;Cafeteria;-6;0.555;0.571;0.33;0.398;1.032;1.057
881;DR4-MPCS0-SA2;Copy machine;-6;0.521;0.625;0.341;0.368;1.1;1.22
882;DR4-MPCS0-SI1359;Hallway;-2;0.906;0.941;0.646;0.814;1.115;2.325
883;DR4-MPCS0-SI1989;River;-8;0.654;0.776;0.34;0.451;1.042;1.422
884;DR4-MPCS0-SI729;Metro;-4;0.862;0.91;0.636;0.77;1.125;1.948
885;DR4-MPCS0-SX189;Restaurant;-6;0.426;0.406;0.11;0.112;1.053;1.05
886;DR4-MPCS0-SX369;Copy machine;2;0.462;0.592;0.206;0.316;1.084;1.221
887;DR4-MPCS0-SX99;Copy machine;6;0.698;0.826;0.409;0.5;1.173;1.396
888;DR4-MPCS0-SX9;Hallway;2;0.838;0.845;0.777;0.762;1.135;1.543
889;DR4-MPLB0-SA1;Sports Field;-4;0.876;0.925;0.668;0.777;1.047;2.02
890;DR4-MPLB0-SA2;Sports Field;-4;0.858;0.905;0.636;0.746;1.035;1.935
891;DR4-MPLB0-SI1394;Meeting room;-8;0.624;0.705;0.442;0.493;1.053;1.195
892;DR4-MPLB0-SI2024;River;4;0.758;0.83;0.484;0.623;1.185;1.562
893;DR4-MPLB0-SI764;Subway station;-8;0.519;0.671;0.225;0.331;1.029;1.257
894;DR4-MPLB0-SX134;River;-4;0.817;0.874;0.592;0.682;1.178;1.612
895;DR4-MPLB0-SX224;Hallway;-6;0.787;0.896;0.648;0.751;1.052;1.478
896;DR4-MPLB0-SX314;Living room;2;0.888;0.917;0.697;0.777;1.125;1.829
