Sample;Speech;Noise;SNR;STOI orig.;STOI pred.;eSTOI orig.;eSTOI pred.;PESQ orig.;PESQ pred.
0;DR1-FAKS0-SA1;Copy machine;-4;0.494;0.555;0.371;0.422;1.027;1.048
1;DR1-FAKS0-SA2;Copy machine;2;0.574;0.592;0.408;0.472;1.025;1.082
2;DR1-FAKS0-SI1573;Speech-shaped noise;4;0.715;0.771;0.473;0.599;1.029;1.164
3;DR1-FAKS0-SI2203;Restaurant;-6;0.429;0.467;0.16;0.269;1.032;1.083
4;DR1-FAKS0-SI943;River;0;0.861;0.901;0.732;0.832;1.042;1.815
5;DR1-FAKS0-SX133;Hallway;-4;0.809;0.859;0.623;0.751;1.032;1.358
6;DR1-FAKS0-SX223;Bus;0;0.907;0.934;0.821;0.859;1.194;2.1
7;DR1-FAKS0-SX313;Sports Field;6;0.89;0.882;0.789;0.828;1.039;2.078
8;DR1-FAKS0-SX403;Copy machine;0;0.559;0.655;0.212;0.417;1.028;1.117
9;DR1-FAKS0-SX43;Restaurant;-6;0.371;0.235;0.128;0.071;1.026;1.026
10;DR1-FDAC1-SA1;Hallway;-8;0.878;0.938;0.679;0.824;1.068;2.311
11;DR1-FDAC1-SA2;Cafeteria;0;0.746;0.806;0.443;0.565;1.034;1.383
12;DR1-FDAC1-SI1474;Hallway;4;0.951;0.948;0.782;0.827;1.21;2.261
13;DR1-FDAC1-SI2104;Copy machine;6;0.794;0.853;0.594;0.718;1.131;1.559
14;DR1-FDAC1-SI844;Copy machine;2;0.734;0.815;0.51;0.662;1.048;1.602
15;DR1-FDAC1-SX124;City park;0;0.863;0.907;0.621;0.767;1.037;1.396
16;DR1-FDAC1-SX214;Metro;-8;0.645;0.782;0.36;0.564;1.019;1.206
17;DR1-FDAC1-SX304;Traffic;2;0.909;0.933;0.669;0.802;1.036;2.225
18;DR1-FDAC1-SX34;Meeting room;6;0.858;0.91;0.619;0.786;1.082;1.725
19;DR1-FDAC1-SX394;Speech-shaped noise;6;0.762;0.878;0.483;0.724;1.125;1.685
20;DR1-FELC0-SA1;Metro;-2;0.914;0.942;0.812;0.891;1.08;2.049
21;DR1-FELC0-SA2;Traffic;0;0.732;0.81;0.504;0.636;1.023;1.512
22;DR1-FELC0-SI1386;Sports Field;-2;0.935;0.958;0.838;0.912;1.04;2.492
23;DR1-FELC0-SI2016;Hallway;-2;0.866;0.927;0.671;0.838;1.058;1.488
24;DR1-FELC0-SI756;Traffic;2;0.873;0.912;0.7;0.826;1.041;1.948
25;DR1-FELC0-SX126;Bus;-6;0.918;0.933;0.816;0.886;1.039;2.111
26;DR1-FELC0-SX216;Bus;-2;0.797;0.864;0.647;0.73;1.044;1.633
27;DR1-FELC0-SX306;Copy machine;-6;0.369;0.539;0.218;0.339;1.029;1.076
28;DR1-FELC0-SX36;Traffic;4;0.852;0.906;0.629;0.803;1.034;1.929
29;DR1-FELC0-SX396;Metro;4;0.892;0.915;0.759;0.846;1.099;1.966
30;DR1-FJEM0-SA1;City park;2;0.758;0.849;0.591;0.731;1.024;2.01
31;DR1-FJEM0-SA2;Living room;2;0.76;0.841;0.536;0.719;1.025;1.375
32;DR1-FJEM0-SI1264;Subway station;-8;0.564;0.605;0.181;0.307;1.027;1.155
33;DR1-FJEM0-SI1894;Copy machine;2;0.531;0.668;0.3;0.458;1.044;1.281
34;DR1-FJEM0-SI634;Copy machine;0;0.592;0.664;0.319;0.386;1.042;1.217
35;DR1-FJEM0-SX184;Copy machine;6;0.651;0.772;0.517;0.639;1.081;1.485
36;DR1-FJEM0-SX274;Traffic;-8;0.528;0.612;0.262;0.363;1.022;1.169
37;DR1-FJEM0-SX364;Traffic;-2;0.779;0.884;0.507;0.679;1.022;1.44
38;DR1-FJEM0-SX4;Metro;4;0.911;0.952;0.822;0.909;1.233;2.603
39;DR1-FJEM0-SX94;Meeting room;-8;0.57;0.542;0.29;0.339;1.022;1.048
40;DR1-MDAB0-SA1;Cafeteria;0;0.707;0.719;0.496;0.558;1.041;1.217
41;DR1-MDAB0-SA2;Traffic;4;0.872;0.934;0.734;0.865;1.033;2.323
42;DR1-MDAB0-SI1039;Traffic;-6;0.657;0.747;0.393;0.526;1.022;1.312
43;DR1-MDAB0-SI1669;Copy machine;6;0.768;0.834;0.61;0.695;1.293;2.052
44;DR1-MDAB0-SI2299;Meeting room;4;0.854;0.833;0.71;0.74;1.056;1.387
45;DR1-MDAB0-SX139;City park;0;0.752;0.807;0.565;0.678;1.033;2.142
46;DR1-MDAB0-SX229;Traffic;-2;0.797;0.838;0.532;0.686;1.041;2.07
47;DR1-MDAB0-SX319;River;4;0.708;0.759;0.505;0.593;1.088;1.728
48;DR1-MDAB0-SX409;Sports Field;2;0.954;0.946;0.872;0.896;1.101;2.381
49;DR1-MDAB0-SX49;Living room;2;0.896;0.91;0.682;0.78;1.059;1.895
50;DR1-MJSW0-SA1;Speech-shaped noise;6;0.785;0.868;0.572;0.76;1.112;1.851
51;DR1-MJSW0-SA2;Copy machine;-8;0.51;0.586;0.262;0.324;1.031;1.125
52;DR1-MJSW0-SI1010;Meeting room;-4;0.694;0.727;0.428;0.525;1.026;1.223
53;DR1-MJSW0-SI1640;Subway station;-6;0.685;0.765;0.467;0.542;1.019;1.144
54;DR1-MJSW0-SI2270;Subway station;-8;0.591;0.657;0.285;0.384;1.021;1.146
55;DR1-MJSW0-SX110;Metro;-6;0.759;0.854;0.462;0.628;1.039;1.651
56;DR1-MJSW0-SX200;Traffic;-4;0.814;0.875;0.491;0.658;1.028;1.307
57;DR1-MJSW0-SX20;Traffic;-6;0.764;0.851;0.61;0.747;1.025;1.836
58;DR1-MJSW0-SX290;Bus;-2;0.943;0.966;0.788;0.897;1.053;2.474
59;DR1-MJSW0-SX380;Cafeteria;-8;0.655;0.683;0.302;0.348;1.033;1.163
60;DR1-MREB0-SA1;Sports Field;-4;0.883;0.911;0.714;0.833;1.027;2.01
61;DR1-MREB0-SA2;Copy machine;-4;0.461;0.641;0.285;0.462;1.08;1.409
62;DR1-MREB0-SI1375;Bus;-2;0.911;0.934;0.721;0.796;1.116;2.066
63;DR1-MREB0-SI2005;River;0;0.695;0.776;0.404;0.463;1.071;1.637
64;DR1-MREB0-SI745;Hallway;-8;0.791;0.89;0.471;0.675;1.033;1.667
65;DR1-MREB0-SX115;Restaurant;2;0.733;0.83;0.335;0.493;1.062;1.323
66;DR1-MREB0-SX205;River;2;0.785;0.827;0.519;0.65;1.115;1.601
67;DR1-MREB0-SX25;City park;-8;0.509;0.615;0.195;0.371;1.027;1.28
68;DR1-MREB0-SX295;Speech-shaped noise;-6;0.579;0.734;0.242;0.423;1.049;1.347
69;DR1-MREB0-SX385;River;2;0.739;0.821;0.43;0.488;1.105;1.605
70;DR1-MRJO0-SA1;Living room;-2;0.675;0.763;0.497;0.585;1.025;1.253
71;DR1-MRJO0-SA2;Copy machine;-2;0.625;0.734;0.388;0.527;1.055;1.264
72;DR1-MRJO0-SI1364;Traffic;2;0.857;0.909;0.631;0.792;1.03;1.986
73;DR1-MRJO0-SI1624;Town square;0;0.759;0.805;0.572;0.686;1.03;1.346
74;DR1-MRJO0-SI734;River;4;0.875;0.905;0.7;0.777;1.195;1.774
75;DR1-MRJO0-SX104;Copy machine;-4;0.606;0.697;0.33;0.4;1.036;1.17
76;DR1-MRJO0-SX14;Subway station;-4;0.664;0.746;0.323;0.453;1.028;1.308
77;DR1-MRJO0-SX194;Town square;-8;0.759;0.86;0.583;0.704;1.032;1.621
78;DR1-MRJO0-SX284;Speech-shaped noise;0;0.664;0.83;0.401;0.616;1.075;1.637
79;DR1-MRJO0-SX374;Meeting room;6;0.925;0.946;0.765;0.862;1.108;1.962
80;DR1-MSJS1-SA1;River;-6;0.486;0.624;0.188;0.311;1.044;1.277
81;DR1-MSJS1-SA2;Bus;-6;0.915;0.944;0.792;0.874;1.058;2.26
82;DR1-MSJS1-SI1899;Cafeteria;-6;0.742;0.787;0.345;0.408;1.059;1.261
83;DR1-MSJS1-SI639;Town square;-8;0.767;0.868;0.466;0.565;1.023;1.442
84;DR1-MSJS1-SI869;Traffic;4;0.906;0.947;0.688;0.8;1.097;2.236
85;DR1-MSJS1-SX189;Meeting room;6;0.848;0.857;0.729;0.725;1.255;1.587
86;DR1-MSJS1-SX279;Subway station;-8;0.474;0.585;0.251;0.333;1.026;1.274
87;DR1-MSJS1-SX369;Living room;4;0.712;0.78;0.482;0.599;1.178;1.675
88;DR1-MSJS1-SX99;Restaurant;-2;0.545;0.695;0.291;0.433;1.069;1.311
89;DR1-MSJS1-SX9;Living room;-6;0.602;0.693;0.507;0.623;1.023;1.437
90;DR1-MSTK0-SA1;River;0;0.834;0.862;0.547;0.65;1.098;1.696
91;DR1-MSTK0-SA2;Cafeteria;4;0.779;0.835;0.496;0.662;1.111;1.656
92;DR1-MSTK0-SI1024;Cafeteria;-6;0.602;0.609;0.228;0.268;1.039;1.15
93;DR1-MSTK0-SI2222;Hallway;0;0.966;0.961;0.833;0.878;1.2;2.518
94;DR1-MSTK0-SI2284;Hallway;2;0.894;0.923;0.744;0.815;1.143;2.235
95;DR1-MSTK0-SX124;Speech-shaped noise;4;0.824;0.9;0.49;0.651;1.194;1.574
96;DR1-MSTK0-SX214;Traffic;2;0.902;0.926;0.724;0.822;1.098;2.228
97;DR1-MSTK0-SX304;Metro;2;0.954;0.96;0.855;0.883;1.354;2.17
98;DR1-MSTK0-SX34;Copy machine;6;0.794;0.881;0.504;0.686;1.168;2.017
99;DR1-MSTK0-SX394;Restaurant;-2;0.535;0.602;0.258;0.347;1.103;1.239
100;DR1-MWBT0-SA1;River;-4;0.608;0.577;0.33;0.371;1.034;1.363
101;DR1-MWBT0-SA2;River;2;0.877;0.894;0.617;0.721;1.111;2.198
102;DR1-MWBT0-SI1553;Town square;-8;0.713;0.81;0.432;0.577;1.035;1.671
103;DR1-MWBT0-SI2183;Traffic;-8;0.791;0.8;0.505;0.59;1.049;1.46
104;DR1-MWBT0-SI923;Restaurant;6;0.847;0.89;0.512;0.646;1.314;1.788
105;DR1-MWBT0-SX113;Restaurant;-2;0.618;0.628;0.265;0.328;1.084;1.267
106;DR1-MWBT0-SX203;Speech-shaped noise;-4;0.602;0.754;0.315;0.46;1.092;1.369
107;DR1-MWBT0-SX23;Cafeteria;-2;0.663;0.686;0.323;0.461;1.094;1.368
108;DR1-MWBT0-SX293;River;-2;0.718;0.802;0.359;0.534;1.093;1.53
109;DR1-MWBT0-SX383;Living room;-8;0.539;0.521;0.234;0.264;1.027;1.099
110;DR2-FCMR0-SA1;City park;-6;0.514;0.629;0.315;0.383;1.02;1.076
111;DR2-FCMR0-SA2;Subway station;-6;0.592;0.658;0.344;0.456;1.023;1.174
112;DR2-FCMR0-SI1105;Copy machine;-4;0.481;0.498;0.216;0.235;1.027;1.152
113;DR2-FCMR0-SI1735;City park;0;0.7;0.732;0.367;0.377;1.035;1.211
114;DR2-FCMR0-SI475;River;-8;0.767;0.816;0.485;0.545;1.043;1.505
115;DR2-FCMR0-SX115;Speech-shaped noise;-6;0.542;0.648;0.192;0.382;1.034;1.194
116;DR2-FCMR0-SX205;Cafeteria;-6;0.523;0.514;0.289;0.361;1.03;1.087
117;DR2-FCMR0-SX25;Subway station;4;0.817;0.811;0.642;0.689;1.066;1.663
118;DR2-FCMR0-SX295;River;4;0.947;0.952;0.827;0.878;1.151;2.345
119;DR2-FCMR0-SX385;Bus;-2;0.97;0.938;0.881;0.878;1.143;2.53
120;DR2-FDRD1-SA1;Bus;-8;0.78;0.876;0.573;0.763;1.021;1.551
121;DR2-FDRD1-SA2;Subway station;-2;0.723;0.842;0.484;0.69;1.02;1.555
122;DR2-FDRD1-SI1544;Bus;2;0.936;0.955;0.808;0.885;1.072;2.116
123;DR2-FDRD1-SI1566;Bus;2;0.972;0.983;0.869;0.938;1.063;3.146
124;DR2-FDRD1-SI2149;Cafeteria;2;0.77;0.806;0.476;0.625;1.037;1.431
125;DR2-FDRD1-SX104;Speech-shaped noise;-8;0.537;0.64;0.179;0.292;1.025;1.093
126;DR2-FDRD1-SX14;Traffic;-2;0.803;0.912;0.564;0.767;1.026;2.05
127;DR2-FDRD1-SX194;Cafeteria;4;0.857;0.935;0.708;0.875;1.097;2.498
128;DR2-FDRD1-SX284;Hallway;-4;0.791;0.884;0.53;0.714;1.033;1.75
129;DR2-FDRD1-SX374;Meeting room;0;0.74;0.7;0.472;0.503;1.042;1.236
130;DR2-FJAS0-SA1;Meeting room;4;0.824;0.813;0.692;0.704;1.071;1.155
131;DR2-FJAS0-SA2;Living room;2;0.934;0.934;0.856;0.891;1.052;1.975
132;DR2-FJAS0-SI1400;Hallway;-4;0.823;0.896;0.606;0.734;1.028;1.574
133;DR2-FJAS0-SI2030;Subway station;-4;0.693;0.745;0.383;0.531;1.02;1.19
134;DR2-FJAS0-SI770;Speech-shaped noise;-6;0.541;0.668;0.215;0.45;1.038;1.141
135;DR2-FJAS0-SX140;Subway station;-2;0.742;0.791;0.42;0.61;1.027;1.264
136;DR2-FJAS0-SX230;River;-2;0.65;0.737;0.442;0.588;1.028;1.251
137;DR2-FJAS0-SX320;Restaurant;-4;0.551;0.559;0.251;0.324;1.034;1.102
138;DR2-FJAS0-SX410;Metro;-4;0.748;0.773;0.452;0.579;1.031;1.118
139;DR2-FJAS0-SX50;Meeting room;2;0.813;0.808;0.42;0.459;1.046;1.135
140;DR2-FJRE0-SA1;Copy machine;-8;0.331;0.406;0.166;0.229;1.692;1.045
141;DR2-FJRE0-SA2;Living room;-6;0.694;0.785;0.36;0.55;1.022;1.217
142;DR2-FJRE0-SI1116;River;-4;0.624;0.699;0.301;0.454;1.023;1.217
143;DR2-FJRE0-SI1587;Speech-shaped noise;6;0.789;0.876;0.463;0.703;1.1;1.697
144;DR2-FJRE0-SI1746;Traffic;4;0.854;0.921;0.568;0.748;1.025;1.87
145;DR2-FJRE0-SX126;Bus;6;0.93;0.972;0.869;0.945;1.053;3.263
146;DR2-FJRE0-SX216;Hallway;4;0.96;0.974;0.9;0.949;1.635;2.976
147;DR2-FJRE0-SX306;Meeting room;0;0.703;0.673;0.414;0.425;1.036;1.185
148;DR2-FJRE0-SX36;Meeting room;-8;0.635;0.611;0.28;0.329;1.019;1.078
149;DR2-FJRE0-SX396;Bus;6;0.987;0.988;0.906;0.955;1.41;2.897
150;DR2-FJWB0-SA1;Copy machine;-6;0.532;0.592;0.247;0.377;1.025;1.113
151;DR2-FJWB0-SA2;Speech-shaped noise;-6;0.567;0.669;0.288;0.426;1.042;1.175
152;DR2-FJWB0-SI1265;Cafeteria;2;0.746;0.762;0.4;0.502;1.055;1.394
153;DR2-FJWB0-SI635;Speech-shaped noise;6;0.846;0.901;0.637;0.777;1.214;1.802
154;DR2-FJWB0-SI992;Metro;4;0.928;0.935;0.773;0.83;1.177;1.956
155;DR2-FJWB0-SX185;Town square;-2;0.915;0.943;0.82;0.874;1.037;1.774
156;DR2-FJWB0-SX275;River;-8;0.521;0.488;0.144;0.21;1.023;1.073
157;DR2-FJWB0-SX365;Bus;-2;0.972;0.965;0.878;0.902;1.05;1.869
158;DR2-FJWB0-SX5;Subway station;-8;0.654;0.708;0.34;0.444;1.027;1.221
159;DR2-FJWB0-SX95;Living room;-8;0.647;0.676;0.324;0.391;1.021;1.092
160;DR2-FPAS0-SA1;Restaurant;6;0.689;0.742;0.535;0.65;1.134;1.778
161;DR2-FPAS0-SA2;City park;0;0.769;0.853;0.588;0.75;1.031;1.663
162;DR2-FPAS0-SI1272;City park;0;0.771;0.837;0.506;0.655;1.057;1.474
163;DR2-FPAS0-SI2204;Restaurant;6;0.762;0.83;0.55;0.723;1.093;1.68
164;DR2-FPAS0-SI944;Copy machine;4;0.832;0.884;0.586;0.693;1.035;1.522
165;DR2-FPAS0-SX134;City park;0;0.748;0.881;0.525;0.761;1.024;1.93
166;DR2-FPAS0-SX224;Metro;2;0.833;0.904;0.66;0.845;1.047;1.942
167;DR2-FPAS0-SX314;Hallway;0;0.912;0.952;0.774;0.893;1.132;2.491
168;DR2-FPAS0-SX404;Metro;2;0.838;0.927;0.623;0.835;1.059;1.562
169;DR2-FPAS0-SX44;Metro;-4;0.686;0.739;0.41;0.506;1.036;1.13
170;DR2-FRAM1-SA1;Hallway;-6;0.872;0.94;0.736;0.884;1.074;2.425
171;DR2-FRAM1-SA2;Living room;-2;0.74;0.808;0.594;0.701;1.02;1.653
172;DR2-FRAM1-SI1360;Hallway;-2;0.885;0.934;0.67;0.83;1.042;2.21
173;DR2-FRAM1-SI522;Copy machine;2;0.612;0.703;0.385;0.5;1.028;1.269
174;DR2-FRAM1-SI730;Copy machine;-4;0.452;0.552;0.289;0.399;1.029;1.129
175;DR2-FRAM1-SX100;Restaurant;-2;0.506;0.516;0.31;0.377;1.028;1.158
176;DR2-FRAM1-SX10;Meeting room;2;0.76;0.792;0.616;0.67;1.021;1.139
177;DR2-FRAM1-SX190;Speech-shaped noise;-8;0.471;0.525;0.201;0.325;4.216;1.11
178;DR2-FRAM1-SX280;Meeting room;6;0.701;0.773;0.533;0.68;1.051;1.514
179;DR2-FRAM1-SX370;Town square;2;0.832;0.921;0.685;0.834;1.037;2.318
180;DR2-FSLB1-SA1;Living room;6;0.918;0.946;0.826;0.893;1.092;1.989
181;DR2-FSLB1-SA2;City park;0;0.809;0.899;0.655;0.824;1.027;2.092
182;DR2-FSLB1-SI1904;Metro;6;0.945;0.929;0.846;0.869;1.173;1.904
183;DR2-FSLB1-SI644;Cafeteria;-6;0.506;0.533;0.258;0.316;1.026;1.099
184;DR2-FSLB1-SI891;Subway station;2;0.866;0.914;0.66;0.757;1.039;1.507
185;DR2-FSLB1-SX104;Sports Field;0;0.935;0.973;0.792;0.92;1.043;2.375
186;DR2-FSLB1-SX14;Cafeteria;6;0.918;0.919;0.773;0.81;1.142;1.707
187;DR2-FSLB1-SX194;Restaurant;6;0.839;0.889;0.654;0.795;1.081;1.704
188;DR2-FSLB1-SX284;Copy machine;4;0.783;0.869;0.592;0.739;1.105;1.668
189;DR2-FSLB1-SX374;Bus;6;0.995;0.979;0.966;0.955;1.334;2.565
190;DR2-MABW0-SA1;Subway station;-8;0.625;0.661;0.34;0.458;1.022;1.22
191;DR2-MABW0-SA2;River;2;0.704;0.808;0.489;0.652;1.099;1.788
192;DR2-MABW0-SI1230;Bus;2;0.983;0.979;0.918;0.923;1.628;2.83
193;DR2-MABW0-SI1664;Town square;4;0.914;0.944;0.82;0.886;1.074;2.786
194;DR2-MABW0-SI2294;City park;0;0.827;0.864;0.546;0.665;1.052;1.882
195;DR2-MABW0-SX134;Living room;6;0.841;0.918;0.67;0.792;1.168;2.001
196;DR2-MABW0-SX224;Hallway;-8;0.77;0.841;0.568;0.669;1.031;1.942
197;DR2-MABW0-SX314;Cafeteria;2;0.794;0.871;0.564;0.708;1.1;1.645
198;DR2-MABW0-SX404;Bus;-4;0.972;0.976;0.867;0.896;1.182;2.583
199;DR2-MABW0-SX44;Sports Field;4;0.971;0.976;0.921;0.94;1.161;1.734
200;DR2-MBJK0-SA1;Cafeteria;-4;0.572;0.667;0.294;0.429;1.041;1.213
201;DR2-MBJK0-SA2;Town square;-2;0.808;0.889;0.586;0.748;1.043;1.866
202;DR2-MBJK0-SI1175;Copy machine;-8;0.421;0.457;0.103;0.156;1.04;1.135
203;DR2-MBJK0-SI2128;Meeting room;6;0.855;0.898;0.612;0.674;1.229;1.934
204;DR2-MBJK0-SI545;Bus;-2;0.946;0.935;0.817;0.836;1.353;2.373
205;DR2-MBJK0-SX185;Bus;-6;0.942;0.964;0.805;0.892;1.158;1.909
206;DR2-MBJK0-SX275;Bus;-8;0.942;0.968;0.697;0.805;1.132;2.182
207;DR2-MBJK0-SX365;Living room;-4;0.743;0.822;0.39;0.507;1.043;1.443
208;DR2-MBJK0-SX5;Hallway;-8;0.714;0.843;0.546;0.707;1.051;1.844
209;DR2-MBJK0-SX95;Metro;0;0.9;0.941;0.677;0.79;1.129;1.946
210;DR2-MCCS0-SA1;Speech-shaped noise;0;0.623;0.767;0.404;0.598;1.077;1.591
211;DR2-MCCS0-SA2;Restaurant;2;0.669;0.78;0.395;0.505;1.181;1.624
212;DR2-MCCS0-SI1469;Copy machine;4;0.695;0.812;0.458;0.629;1.185;1.71
213;DR2-MCCS0-SI2099;Speech-shaped noise;-4;0.565;0.695;0.317;0.417;1.089;1.401
214;DR2-MCCS0-SI839;Metro;4;0.809;0.878;0.616;0.712;1.181;2.124
215;DR2-MCCS0-SX119;Town square;-4;0.637;0.718;0.359;0.491;1.05;1.308
216;DR2-MCCS0-SX209;Town square;-4;0.765;0.848;0.51;0.607;1.055;1.747
217;DR2-MCCS0-SX299;River;0;0.659;0.776;0.452;0.55;1.099;1.645
218;DR2-MCCS0-SX29;Sports Field;-2;0.789;0.872;0.416;0.576;1.049;1.732
219;DR2-MCCS0-SX389;Speech-shaped noise;6;0.77;0.84;0.569;0.691;1.378;1.996
220;DR2-MCEM0-SA1;Sports Field;6;0.931;0.956;0.806;0.889;1.296;2.582
221;DR2-MCEM0-SA2;City park;6;0.871;0.895;0.72;0.773;1.271;2.016
222;DR2-MCEM0-SI1398;Subway station;-6;0.637;0.702;0.253;0.39;1.03;1.239
223;DR2-MCEM0-SI2028;Living room;4;0.87;0.89;0.551;0.626;1.191;1.802
224;DR2-MCEM0-SI768;Subway station;-4;0.699;0.783;0.338;0.447;1.06;1.498
225;DR2-MCEM0-SX138;Metro;-2;0.799;0.854;0.401;0.549;1.095;1.621
226;DR2-MCEM0-SX228;River;-2;0.638;0.756;0.375;0.469;1.087;1.421
227;DR2-MCEM0-SX318;Subway station;-4;0.708;0.811;0.422;0.502;1.067;1.458
228;DR2-MCEM0-SX408;Hallway;-6;0.794;0.872;0.453;0.564;1.042;2.014
229;DR2-MCEM0-SX48;Subway station;-2;0.672;0.775;0.324;0.38;1.06;1.37
230;DR2-MDBB0-SA1;Bus;-2;0.941;0.952;0.878;0.934;1.217;3.124
231;DR2-MDBB0-SA2;Traffic;0;0.758;0.866;0.576;0.751;1.021;2.023
232;DR2-MDBB0-SI1195;Hallway;6;0.946;0.966;0.774;0.879;1.274;2.297
233;DR2-MDBB0-SI1825;Copy machine;-2;0.536;0.704;0.266;0.397;1.034;1.176
234;DR2-MDBB0-SI565;Cafeteria;0;0.649;0.697;0.436;0.541;1.048;1.324
235;DR2-MDBB0-SX115;Cafeteria;2;0.737;0.816;0.434;0.599;1.049;1.41
236;DR2-MDBB0-SX205;Sports Field;2;0.97;0.97;0.879;0.943;1.092;3.015
237;DR2-MDBB0-SX25;City park;-2;0.62;0.782;0.479;0.614;1.019;1.759
238;DR2-MDBB0-SX295;Restaurant;0;0.566;0.649;0.28;0.366;1.036;1.163
239;DR2-MDBB0-SX385;Town square;6;0.917;0.949;0.757;0.823;1.14;2.399
240;DR2-MDLD0-SA1;Hallway;2;0.818;0.886;0.66;0.765;1.046;1.611
241;DR2-MDLD0-SA2;Bus;-8;0.779;0.838;0.573;0.693;1.027;1.819
242;DR2-MDLD0-SI1543;Metro;-6;0.63;0.572;0.333;0.381;1.033;1.074
243;DR2-MDLD0-SI2173;Speech-shaped noise;-4;0.56;0.685;0.238;0.468;1.049;1.447
244;DR2-MDLD0-SI913;Town square;-6;0.808;0.869;0.486;0.619;1.027;1.552
245;DR2-MDLD0-SX103;Sports Field;2;0.92;0.947;0.768;0.847;1.085;2.612
246;DR2-MDLD0-SX13;Sports Field;-4;0.796;0.862;0.62;0.706;1.022;1.766
247;DR2-MDLD0-SX193;Living room;0;0.701;0.806;0.532;0.658;1.03;1.393
248;DR2-MDLD0-SX283;Subway station;-2;0.715;0.839;0.395;0.584;1.035;1.516
249;DR2-MDLD0-SX373;Sports Field;4;0.935;0.965;0.812;0.9;1.107;2.894
250;DR2-MGWT0-SA1;Copy machine;0;0.663;0.742;0.424;0.532;1.04;1.315
251;DR2-MGWT0-SA2;Sports Field;0;0.857;0.914;0.697;0.825;1.044;1.696
252;DR2-MGWT0-SI1539;Hallway;2;0.919;0.926;0.774;0.849;1.267;2.233
253;DR2-MGWT0-SI2169;Restaurant;2;0.749;0.836;0.448;0.613;1.085;1.454
254;DR2-MGWT0-SI909;Sports Field;2;0.934;0.963;0.857;0.915;1.069;2.617
255;DR2-MGWT0-SX189;River;4;0.768;0.859;0.511;0.64;1.131;1.657
256;DR2-MGWT0-SX279;Metro;6;0.982;0.981;0.866;0.907;1.555;2.292
257;DR2-MGWT0-SX369;Sports Field;4;0.937;0.968;0.719;0.862;1.136;2.549
258;DR2-MGWT0-SX99;Subway station;6;0.899;0.942;0.688;0.838;1.11;1.895
259;DR2-MGWT0-SX9;Town square;-6;0.664;0.822;0.526;0.69;1.021;1.349
260;DR2-MJAR0-SA1;Subway station;-8;0.573;0.618;0.33;0.472;1.019;1.131
261;DR2-MJAR0-SA2;Sports Field;4;0.938;0.961;0.824;0.905;1.034;2.239
262;DR2-MJAR0-SI1988;Sports Field;4;0.967;0.972;0.891;0.916;1.068;2.67
263;DR2-MJAR0-SI2247;Cafeteria;-6;0.473;0.494;0.279;0.357;1.033;1.074
264;DR2-MJAR0-SI728;Bus;2;0.988;0.984;0.939;0.949;1.301;2.788
265;DR2-MJAR0-SX188;Subway station;-8;0.527;0.545;0.216;0.294;1.019;1.114
266;DR2-MJAR0-SX278;River;-8;0.878;0.923;0.713;0.814;1.038;1.867
267;DR2-MJAR0-SX368;City park;4;0.862;0.918;0.662;0.779;1.043;2.009
268;DR2-MJAR0-SX8;Hallway;6;0.951;0.977;0.901;0.951;1.246;3.368
269;DR2-MJAR0-SX98;Bus;-8;0.847;0.918;0.595;0.738;1.03;1.565
270;DR2-MMDB1-SA1;Town square;-6;0.537;0.598;0.302;0.381;1.177;1.214
271;DR2-MMDB1-SA2;Metro;6;0.969;0.971;0.894;0.915;1.581;2.759
272;DR2-MMDB1-SI1625;Sports Field;4;0.97;0.958;0.836;0.863;1.085;1.889
273;DR2-MMDB1-SI2255;Subway station;4;0.832;0.891;0.572;0.71;1.074;1.671
274;DR2-MMDB1-SI995;Copy machine;6;0.766;0.854;0.517;0.677;1.174;1.848
275;DR2-MMDB1-SX185;Subway station;-2;0.637;0.781;0.429;0.556;1.04;1.666
276;DR2-MMDB1-SX275;Speech-shaped noise;2;0.775;0.88;0.469;0.679;1.176;1.864
277;DR2-MMDB1-SX365;Metro;-6;0.77;0.839;0.416;0.522;1.032;1.458
278;DR2-MMDB1-SX5;Bus;-8;0.759;0.817;0.565;0.684;1.03;1.511
279;DR2-MMDB1-SX95;Restaurant;2;0.733;0.795;0.416;0.567;1.088;1.441
280;DR2-MMDM2-SA1;Bus;6;0.982;0.967;0.948;0.942;2.359;3.051
281;DR2-MMDM2-SA2;Town square;-6;0.85;0.879;0.642;0.716;1.046;1.854
282;DR2-MMDM2-SI1452;Town square;2;0.899;0.924;0.639;0.739;1.129;1.821
283;DR2-MMDM2-SI1555;Metro;-2;0.712;0.828;0.405;0.567;1.158;1.181
284;DR2-MMDM2-SI2082;City park;-6;0.71;0.811;0.346;0.409;1.046;1.623
285;DR2-MMDM2-SX102;City park;2;0.809;0.821;0.465;0.543;1.113;1.426
286;DR2-MMDM2-SX12;Copy machine;-8;0.479;0.673;0.388;0.51;1.253;1.338
287;DR2-MMDM2-SX192;Subway station;4;0.802;0.822;0.523;0.667;1.147;2.089
288;DR2-MMDM2-SX282;Traffic;-4;0.859;0.898;0.524;0.618;1.041;1.49
289;DR2-MMDM2-SX372;Sports Field;-8;0.785;0.864;0.453;0.612;1.04;1.569
290;DR2-MPDF0-SA1;Metro;4;0.878;0.921;0.684;0.812;1.084;2.278
291;DR2-MPDF0-SA2;Restaurant;-6;0.47;0.64;0.206;0.329;1.051;1.138
