Sample;Speech;Noise;SNR;STOI orig.;STOI pred.;eSTOI orig.;eSTOI pred.;PESQ orig.;PESQ pred.
1414;DR7-FTLH0-SX109;Town square;-8;0.67;0.755;0.387;0.521;1.023;1.159
1415;DR7-FTLH0-SX199;Traffic;0;0.846;0.893;0.648;0.788;1.038;2.038
1416;DR7-FTLH0-SX19;City park;-6;0.464;0.558;0.36;0.432;1.025;1.2
1417;DR7-FTLH0-SX289;Subway station;-2;0.597;0.669;0.332;0.531;1.029;1.333
1418;DR7-FTLH0-SX379;Town square;-6;0.732;0.852;0.441;0.636;1.029;1.592
1419;DR7-MCHH0-SA1;Copy machine;-4;0.487;0.558;0.242;0.351;1.029;1.114
1420;DR7-MCHH0-SA2;River;-2;0.931;0.949;0.825;0.877;1.092;2.617
1421;DR7-MCHH0-SI1004;Speech-shaped noise;-8;0.5;0.678;0.163;0.347;1.046;1.182
1422;DR7-MCHH0-SI1634;Sports Field;-8;0.772;0.855;0.589;0.701;1.022;1.64
1423;DR7-MCHH0-SI530;Town square;-6;0.852;0.908;0.673;0.729;1.041;1.812
1424;DR7-MCHH0-SX104;Subway station;-2;0.762;0.843;0.425;0.577;1.046;1.336
1425;DR7-MCHH0-SX14;Hallway;0;0.915;0.934;0.757;0.821;1.218;1.825
1426;DR7-MCHH0-SX194;River;0;0.877;0.919;0.689;0.798;1.113;2.188
1427;DR7-MCHH0-SX284;Town square;-6;0.827;0.883;0.526;0.625;1.039;1.564
1428;DR7-MCHH0-SX374;Speech-shaped noise;0;0.741;0.867;0.448;0.659;1.085;1.518
1429;DR7-MDLF0-SA1;City park;0;0.708;0.794;0.475;0.621;1.03;1.404
1430;DR7-MDLF0-SA2;Copy machine;-2;0.611;0.754;0.45;0.587;1.033;1.301
1431;DR7-MDLF0-SI1583;City park;-4;0.634;0.747;0.355;0.49;1.026;1.426
1432;DR7-MDLF0-SI2213;Metro;6;0.855;0.92;0.637;0.744;1.185;2.503
1433;DR7-MDLF0-SI953;Traffic;6;0.938;0.96;0.8;0.868;1.117;2.736
1434;DR7-MDLF0-SX143;Copy machine;0;0.714;0.801;0.399;0.55;1.048;1.183
1435;DR7-MDLF0-SX233;River;-4;0.51;0.596;0.254;0.414;1.042;1.254
1436;DR7-MDLF0-SX323;Copy machine;-6;0.554;0.731;0.307;0.349;1.023;1.269
1437;DR7-MDLF0-SX413;Subway station;-2;0.704;0.823;0.404;0.573;1.031;1.211
1438;DR7-MDLF0-SX53;Hallway;2;0.893;0.951;0.711;0.846;1.178;2.423
1439;DR7-MDVC0-SA1;Copy machine;-6;0.444;0.431;0.151;0.107;1.021;1.08
1440;DR7-MDVC0-SA2;Traffic;0;0.844;0.909;0.617;0.78;1.05;1.951
1441;DR7-MDVC0-SI2174;Town square;-8;0.653;0.801;0.32;0.475;1.027;1.327
1442;DR7-MDVC0-SI2196;Copy machine;-2;0.44;0.528;0.177;0.234;1.04;1.26
1443;DR7-MDVC0-SI936;Bus;-2;0.811;0.847;0.668;0.721;1.067;1.43
1444;DR7-MDVC0-SX126;Meeting room;4;0.815;0.826;0.644;0.706;1.12;1.286
1445;DR7-MDVC0-SX216;Traffic;-2;0.728;0.824;0.591;0.693;1.037;2.035
1446;DR7-MDVC0-SX306;Traffic;2;0.886;0.926;0.692;0.79;1.101;1.98
1447;DR7-MDVC0-SX36;Traffic;-2;0.809;0.88;0.562;0.724;1.036;1.641
1448;DR7-MDVC0-SX396;City park;6;0.885;0.919;0.704;0.786;1.192;2.122
1449;DR7-MERS0-SA1;Sports Field;2;0.941;0.965;0.809;0.895;1.111;2.771
1450;DR7-MERS0-SA2;City park;2;0.733;0.855;0.536;0.679;1.085;2.058
1451;DR7-MERS0-SI1019;Hallway;-2;0.819;0.896;0.512;0.697;1.058;1.751
1452;DR7-MERS0-SI1649;Living room;-2;0.774;0.833;0.444;0.571;1.029;1.428
1453;DR7-MERS0-SI497;River;-8;0.531;0.582;0.193;0.251;1.039;1.157
1454;DR7-MERS0-SX119;Town square;-8;0.767;0.876;0.352;0.577;1.03;1.465
1455;DR7-MERS0-SX209;Traffic;-4;0.598;0.685;0.262;0.317;1.029;1.35
1456;DR7-MERS0-SX299;Restaurant;0;0.519;0.624;0.255;0.33;1.081;1.186
1457;DR7-MERS0-SX29;River;2;0.87;0.928;0.487;0.612;1.112;1.66
1458;DR7-MERS0-SX389;Bus;-2;0.882;0.929;0.665;0.784;1.078;1.909
1459;DR7-MGRT0-SA1;Hallway;-2;0.904;0.924;0.764;0.845;1.123;2.142
1460;DR7-MGRT0-SA2;Speech-shaped noise;-4;0.588;0.702;0.258;0.392;1.08;1.402
1461;DR7-MGRT0-SI1450;City park;-8;0.477;0.589;0.271;0.289;1.021;1.242
1462;DR7-MGRT0-SI2080;Subway station;0;0.814;0.864;0.545;0.7;1.074;1.712
1463;DR7-MGRT0-SI820;Subway station;0;0.806;0.808;0.492;0.581;1.073;1.481
1464;DR7-MGRT0-SX100;Cafeteria;-4;0.707;0.787;0.458;0.551;1.048;1.426
1465;DR7-MGRT0-SX10;River;0;0.713;0.781;0.498;0.577;1.165;1.683
1466;DR7-MGRT0-SX190;Restaurant;6;0.788;0.808;0.533;0.579;1.225;1.527
1467;DR7-MGRT0-SX280;Copy machine;-4;0.47;0.479;0.342;0.301;1.055;1.151
1468;DR7-MGRT0-SX370;City park;-8;0.544;0.634;0.343;0.427;1.017;1.317
1469;DR7-MKDR0-SA1;Living room;6;0.817;0.884;0.619;0.731;1.309;2.12
1470;DR7-MKDR0-SA2;Meeting room;4;0.758;0.811;0.52;0.617;1.287;1.776
1471;DR7-MKDR0-SI1273;River;-8;0.554;0.667;0.218;0.32;1.063;1.362
1472;DR7-MKDR0-SI1903;Restaurant;-6;0.465;0.555;0.208;0.302;1.103;1.22
1473;DR7-MKDR0-SI643;Bus;-8;0.811;0.89;0.6;0.722;1.036;1.592
1474;DR7-MKDR0-SX103;Copy machine;-4;0.469;0.549;0.191;0.334;1.072;1.185
1475;DR7-MKDR0-SX13;Restaurant;2;0.694;0.8;0.433;0.585;1.084;1.633
1476;DR7-MKDR0-SX193;Restaurant;-2;0.438;0.606;0.179;0.315;1.096;1.353
1477;DR7-MKDR0-SX283;Metro;2;0.855;0.879;0.624;0.691;1.333;1.697
1478;DR7-MKDR0-SX373;Speech-shaped noise;-6;0.497;0.675;0.176;0.343;1.091;1.442
1479;DR7-MKJL0-SA1;Living room;-6;0.626;0.744;0.383;0.495;1.027;1.316
1480;DR7-MKJL0-SA2;Restaurant;2;0.649;0.734;0.433;0.531;1.184;1.476
1481;DR7-MKJL0-SI1100;Sports Field;2;0.955;0.968;0.878;0.917;1.194;3.018
1482;DR7-MKJL0-SI1730;Bus;-4;0.955;0.969;0.865;0.916;1.333;2.748
1483;DR7-MKJL0-SI470;Bus;6;0.995;0.991;0.982;0.973;2.098;2.883
1484;DR7-MKJL0-SX110;Living room;-4;0.763;0.877;0.485;0.697;1.033;1.693
1485;DR7-MKJL0-SX200;Subway station;6;0.841;0.866;0.619;0.695;1.167;1.85
1486;DR7-MKJL0-SX20;Living room;-8;0.603;0.647;0.372;0.435;1.034;1.281
1487;DR7-MKJL0-SX290;City park;-4;0.714;0.767;0.419;0.51;1.036;1.475
1488;DR7-MKJL0-SX380;Cafeteria;-2;0.679;0.767;0.354;0.491;1.059;1.373
1489;DR7-MNJM0-SA1;Sports Field;4;0.899;0.936;0.785;0.862;1.073;2.69
1490;DR7-MNJM0-SA2;Copy machine;-6;0.484;0.494;0.215;0.243;1.048;1.16
1491;DR7-MNJM0-SI1580;Hallway;2;0.802;0.916;0.483;0.676;1.097;2.062
1492;DR7-MNJM0-SI2210;Restaurant;-6;0.457;0.438;0.176;0.212;1.08;1.256
1493;DR7-MNJM0-SI950;Subway station;-6;0.659;0.755;0.226;0.351;1.031;1.35
1494;DR7-MNJM0-SX140;River;4;0.752;0.85;0.5;0.646;1.189;1.97
1495;DR7-MNJM0-SX230;Cafeteria;0;0.634;0.742;0.378;0.516;1.044;1.452
1496;DR7-MNJM0-SX320;Living room;-6;0.699;0.796;0.309;0.483;1.031;1.455
1497;DR7-MNJM0-SX410;Copy machine;-6;0.513;0.585;0.162;0.224;1.047;1.144
1498;DR7-MNJM0-SX50;Subway station;-2;0.748;0.831;0.236;0.373;1.039;1.536
1499;DR7-MNLS0-SA1;Restaurant;-2;0.621;0.723;0.325;0.452;1.065;1.266
1500;DR7-MNLS0-SA2;Town square;-8;0.721;0.828;0.461;0.621;1.025;1.487
1501;DR7-MNLS0-SI1483;Sports Field;0;0.946;0.964;0.864;0.913;1.048;2.325
1502;DR7-MNLS0-SI1610;Bus;0;0.961;0.97;0.837;0.915;1.108;2.315
1503;DR7-MNLS0-SI853;Sports Field;0;0.937;0.953;0.805;0.86;1.08;2.33
1504;DR7-MNLS0-SX133;Meeting room;-4;0.65;0.7;0.358;0.505;1.055;1.135
1505;DR7-MNLS0-SX223;Speech-shaped noise;2;0.688;0.817;0.442;0.612;1.091;1.518
1506;DR7-MNLS0-SX313;Town square;-4;0.667;0.689;0.353;0.432;1.026;1.375
1507;DR7-MNLS0-SX403;Metro;4;0.959;0.964;0.827;0.885;1.567;2.356
1508;DR7-MNLS0-SX43;Living room;-8;0.588;0.568;0.248;0.267;1.022;1.122
1509;DR7-MPAB0-SA1;Sports Field;-6;0.898;0.901;0.736;0.791;1.029;1.796
1510;DR7-MPAB0-SA2;Living room;-6;0.691;0.767;0.37;0.496;1.031;1.235
1511;DR7-MPAB0-SI1103;City park;4;0.87;0.892;0.664;0.742;1.167;1.608
1512;DR7-MPAB0-SI1128;Metro;-6;0.747;0.807;0.424;0.555;1.06;1.405
1513;DR7-MPAB0-SI498;Bus;-8;0.919;0.911;0.767;0.815;1.049;1.68
1514;DR7-MPAB0-SX138;River;-4;0.761;0.733;0.463;0.509;1.031;1.172
1515;DR7-MPAB0-SX228;Town square;6;0.974;0.972;0.871;0.918;1.295;2.545
1516;DR7-MPAB0-SX318;Town square;2;0.944;0.944;0.769;0.822;1.127;1.921
1517;DR7-MPAB0-SX408;Sports Field;-2;0.921;0.93;0.769;0.775;1.055;1.701
1518;DR7-MPAB0-SX48;Sports Field;-4;0.839;0.874;0.534;0.621;1.035;1.611
1519;DR7-MRCS0-SA1;Cafeteria;6;0.847;0.89;0.671;0.787;1.204;1.915
1520;DR7-MRCS0-SA2;Hallway;2;0.946;0.97;0.826;0.899;1.327;2.363
1521;DR7-MRCS0-SI1223;Hallway;-8;0.897;0.934;0.679;0.798;1.051;1.813
1522;DR7-MRCS0-SI1853;City park;-4;0.779;0.876;0.48;0.65;1.037;1.65
1523;DR7-MRCS0-SI593;River;2;0.84;0.904;0.605;0.726;1.1;1.782
1524;DR7-MRCS0-SX143;City park;0;0.906;0.916;0.729;0.778;1.096;1.9
1525;DR7-MRCS0-SX233;River;0;0.935;0.95;0.861;0.861;1.082;2.351
1526;DR7-MRCS0-SX323;River;6;0.973;0.97;0.897;0.917;1.241;2.473
1527;DR7-MRCS0-SX413;Metro;2;0.913;0.93;0.747;0.824;1.193;1.726
1528;DR7-MRCS0-SX53;Speech-shaped noise;-8;0.527;0.7;0.21;0.45;1.062;1.238
1529;DR7-MRJM4-SA1;Traffic;6;0.938;0.934;0.857;0.876;1.237;2.564
1530;DR7-MRJM4-SA2;Traffic;2;0.883;0.918;0.742;0.797;1.065;2.299
1531;DR7-MRJM4-SI1489;Bus;-6;0.75;0.845;0.535;0.689;1.046;1.415
1532;DR7-MRJM4-SI2119;Meeting room;4;0.859;0.875;0.639;0.641;1.125;1.383
1533;DR7-MRJM4-SI859;Speech-shaped noise;-4;0.624;0.752;0.332;0.483;1.093;1.285
1534;DR7-MRJM4-SX139;River;4;0.907;0.922;0.756;0.807;1.34;1.857
1535;DR7-MRJM4-SX229;Sports Field;-6;0.924;0.93;0.798;0.856;1.02;1.743
1536;DR7-MRJM4-SX319;Sports Field;4;0.928;0.941;0.786;0.842;1.248;2.265
1537;DR7-MRJM4-SX409;City park;-6;0.63;0.738;0.388;0.498;1.022;1.163
1538;DR7-MRJM4-SX49;City park;2;0.827;0.857;0.578;0.665;1.092;1.671
1539;DR7-MRMS1-SA1;Sports Field;6;0.878;0.911;0.762;0.835;1.057;2.517
1540;DR7-MRMS1-SA2;Living room;4;0.861;0.9;0.657;0.735;1.125;1.963
1541;DR7-MRMS1-SI1487;Meeting room;-4;0.622;0.722;0.433;0.519;1.028;1.118
1542;DR7-MRMS1-SI2117;Copy machine;-6;0.615;0.699;0.397;0.526;1.028;1.311
1543;DR7-MRMS1-SI857;River;4;0.739;0.818;0.49;0.594;1.108;1.781
1544;DR7-MRMS1-SX137;Cafeteria;-2;0.622;0.695;0.444;0.522;1.032;1.229
1545;DR7-MRMS1-SX227;Bus;4;0.961;0.965;0.828;0.877;1.245;2.217
1546;DR7-MRMS1-SX317;Bus;4;0.928;0.94;0.838;0.893;1.291;2.677
1547;DR7-MRMS1-SX407;Subway station;2;0.754;0.83;0.482;0.617;1.041;1.369
1548;DR7-MRMS1-SX47;Meeting room;-2;0.727;0.754;0.569;0.608;1.122;1.255
1549;DR7-MRPC0-SA1;Restaurant;4;0.694;0.697;0.434;0.554;1.184;1.33
1550;DR7-MRPC0-SA2;Hallway;-6;0.862;0.863;0.651;0.704;1.199;2.1
1551;DR7-MRPC0-SI1753;Living room;-8;0.575;0.622;0.257;0.275;1.053;1.186
1552;DR7-MRPC0-SI493;Copy machine;2;0.708;0.76;0.328;0.429;1.146;1.543
1553;DR7-MRPC0-SI933;Cafeteria;4;0.79;0.798;0.487;0.527;1.182;1.533
1554;DR7-MRPC0-SX133;River;0;0.95;0.954;0.799;0.84;1.141;2.051
1555;DR7-MRPC0-SX223;Copy machine;-2;0.603;0.653;0.271;0.392;1.063;1.246
1556;DR7-MRPC0-SX313;Sports Field;-4;0.848;0.854;0.605;0.634;1.103;2.045
1557;DR7-MRPC0-SX403;Cafeteria;2;0.75;0.828;0.48;0.553;1.15;1.512
1558;DR7-MRPC0-SX43;Living room;-6;0.814;0.814;0.586;0.642;1.076;1.509
1559;DR7-MTWH0-SA1;Cafeteria;-6;0.614;0.688;0.332;0.455;1.035;1.261
1560;DR7-MTWH0-SA2;Sports Field;2;0.939;0.93;0.82;0.842;1.12;2.284
1561;DR7-MTWH0-SI1190;City park;0;0.746;0.827;0.508;0.603;1.089;1.66
1562;DR7-MTWH0-SI1629;Speech-shaped noise;-8;0.552;0.683;0.174;0.315;1.045;1.277
1563;DR7-MTWH0-SI1820;Traffic;-6;0.777;0.865;0.407;0.539;1.031;1.562
1564;DR7-MTWH0-SX110;Metro;-6;0.792;0.844;0.476;0.607;1.068;1.535
1565;DR7-MTWH0-SX200;Subway station;4;0.88;0.891;0.606;0.69;1.124;1.66
1566;DR7-MTWH0-SX20;Cafeteria;4;0.777;0.846;0.558;0.663;1.121;1.71
1567;DR7-MTWH0-SX290;Sports Field;-2;0.948;0.944;0.729;0.802;1.086;2.117
1568;DR7-MTWH0-SX380;Hallway;2;0.971;0.969;0.842;0.878;1.194;1.986
1569;DR8-FCMH1-SA1;Copy machine;0;0.666;0.772;0.439;0.608;1.029;1.213
1570;DR8-FCMH1-SA2;River;2;0.733;0.845;0.499;0.71;1.036;1.63
1571;DR8-FCMH1-SI1493;Speech-shaped noise;-6;0.569;0.665;0.19;0.334;1.022;1.101
1572;DR8-FCMH1-SI2123;River;-4;0.67;0.798;0.325;0.539;1.025;1.234
1573;DR8-FCMH1-SI863;Traffic;-4;0.717;0.85;0.428;0.684;1.029;1.634
1574;DR8-FCMH1-SX143;Sports Field;2;0.927;0.961;0.765;0.887;1.042;2.415
1575;DR8-FCMH1-SX233;Living room;-6;0.505;0.498;0.231;0.27;1.017;1.061
1576;DR8-FCMH1-SX323;Town square;2;0.814;0.908;0.563;0.745;1.033;2.261
1577;DR8-FCMH1-SX413;Metro;6;0.906;0.937;0.727;0.828;1.139;2.256
1578;DR8-FCMH1-SX53;Speech-shaped noise;2;0.686;0.858;0.375;0.642;1.058;1.616
1579;DR8-FJSJ0-SA1;Metro;-6;0.76;0.865;0.532;0.708;1.028;1.443
1580;DR8-FJSJ0-SA2;River;4;0.838;0.894;0.647;0.752;1.082;2.011
1581;DR8-FJSJ0-SI1484;Hallway;4;0.933;0.953;0.755;0.829;1.101;2.501
1582;DR8-FJSJ0-SI2114;Hallway;6;0.967;0.971;0.794;0.824;1.351;2.091
1583;DR8-FJSJ0-SI854;Speech-shaped noise;-8;0.596;0.672;0.18;0.377;1.03;1.088
1584;DR8-FJSJ0-SX134;Sports Field;0;0.936;0.959;0.75;0.877;1.039;2.11
1585;DR8-FJSJ0-SX224;Copy machine;6;0.839;0.735;0.671;0.598;1.037;1.178
1586;DR8-FJSJ0-SX314;Subway station;4;0.834;0.904;0.628;0.783;1.048;1.654
1587;DR8-FJSJ0-SX404;Town square;-4;0.829;0.883;0.542;0.704;1.023;1.467
1588;DR8-FJSJ0-SX44;River;-8;0.446;0.424;0.075;0.132;1.021;1.076
1589;DR8-FMLD0-SA1;Meeting room;2;0.787;0.856;0.597;0.734;1.035;1.513
1590;DR8-FMLD0-SA2;Traffic;2;0.861;0.929;0.693;0.839;1.033;2.359
1591;DR8-FMLD0-SI2185;Meeting room;-2;0.73;0.686;0.37;0.415;1.046;1.093
1592;DR8-FMLD0-SI822;Traffic;-4;0.718;0.808;0.375;0.567;1.024;1.45
1593;DR8-FMLD0-SI925;Speech-shaped noise;2;0.806;0.871;0.526;0.71;1.165;1.811
1594;DR8-FMLD0-SX115;Traffic;-6;0.741;0.809;0.382;0.583;1.022;1.334
1595;DR8-FMLD0-SX205;Hallway;4;0.885;0.919;0.724;0.821;1.15;2.342
1596;DR8-FMLD0-SX25;Metro;-8;0.616;0.695;0.44;0.572;1.052;1.461
1597;DR8-FMLD0-SX295;Bus;0;0.912;0.947;0.78;0.889;1.075;2.106
1598;DR8-FMLD0-SX385;Traffic;0;0.894;0.928;0.684;0.778;1.038;1.399
1599;DR8-MAJC0-SA1;Living room;-2;0.767;0.78;0.608;0.656;1.036;1.479
1600;DR8-MAJC0-SA2;Metro;-2;0.752;0.837;0.51;0.639;1.098;1.907
1601;DR8-MAJC0-SI1946;Bus;-8;0.719;0.829;0.342;0.525;1.034;1.685
1602;DR8-MAJC0-SI2095;Traffic;-2;0.784;0.893;0.451;0.609;1.038;1.781
1603;DR8-MAJC0-SI835;Hallway;6;0.982;0.983;0.861;0.889;1.469;2.626
1604;DR8-MAJC0-SX115;Bus;-8;0.902;0.939;0.531;0.738;1.054;2.151
1605;DR8-MAJC0-SX205;Speech-shaped noise;6;0.75;0.88;0.49;0.654;1.266;1.971
1606;DR8-MAJC0-SX25;Subway station;2;0.685;0.841;0.473;0.644;1.096;1.902
1607;DR8-MAJC0-SX295;City park;-8;0.672;0.766;0.368;0.489;1.02;1.526
1608;DR8-MAJC0-SX385;Traffic;-8;0.824;0.901;0.469;0.621;1.027;1.779
1609;DR8-MDAW1-SA1;Restaurant;-4;0.551;0.646;0.28;0.376;1.055;1.233
1610;DR8-MDAW1-SA2;Meeting room;4;0.769;0.836;0.506;0.629;1.203;1.954
1611;DR8-MDAW1-SI1453;Restaurant;-4;0.488;0.626;0.22;0.308;1.104;1.295
1612;DR8-MDAW1-SI2083;Hallway;6;0.986;0.979;0.918;0.929;1.816;3.208
1613;DR8-MDAW1-SI823;Copy machine;-8;0.44;0.536;0.128;0.195;1.039;1.131
1614;DR8-MDAW1-SX103;Hallway;-4;0.759;0.844;0.466;0.626;1.071;1.664
1615;DR8-MDAW1-SX13;Sports Field;-4;0.826;0.866;0.545;0.684;1.037;1.617
1616;DR8-MDAW1-SX193;Traffic;4;0.82;0.894;0.628;0.761;1.184;2.232
1617;DR8-MDAW1-SX283;Cafeteria;2;0.745;0.813;0.447;0.57;1.152;1.48
1618;DR8-MDAW1-SX373;River;-8;0.769;0.851;0.477;0.612;1.062;1.765
1619;DR8-MJLN0-SA1;City park;-6;0.54;0.668;0.295;0.425;1.024;1.33
1620;DR8-MJLN0-SA2;Subway station;4;0.772;0.865;0.508;0.715;1.152;2.336
1621;DR8-MJLN0-SI1449;Copy machine;0;0.646;0.785;0.389;0.513;1.105;1.516
1622;DR8-MJLN0-SI2079;Restaurant;6;0.769;0.856;0.313;0.491;1.262;1.849
1623;DR8-MJLN0-SI819;Bus;-2;0.947;0.965;0.783;0.873;1.213;2.635
1624;DR8-MJLN0-SX189;River;-8;0.792;0.891;0.599;0.724;1.03;1.825
1625;DR8-MJLN0-SX279;Living room;6;0.869;0.922;0.561;0.707;1.249;2.05
1626;DR8-MJLN0-SX369;Sports Field;-4;0.769;0.854;0.558;0.675;1.037;1.957
1627;DR8-MJLN0-SX99;Speech-shaped noise;-6;0.544;0.723;0.213;0.33;1.087;1.323
1628;DR8-MJLN0-SX9;Metro;-8;0.618;0.688;0.482;0.455;1.029;1.119
1629;DR8-MJTC0-SA1;Town square;4;0.933;0.954;0.819;0.873;1.293;2.326
1630;DR8-MJTC0-SA2;Restaurant;-6;0.463;0.484;0.162;0.196;1.1;1.143
1631;DR8-MJTC0-SI1460;Subway station;2;0.782;0.869;0.478;0.619;1.103;1.719
1632;DR8-MJTC0-SI2090;Sports Field;4;0.972;0.978;0.902;0.933;1.391;2.545
1633;DR8-MJTC0-SI830;Town square;2;0.899;0.924;0.788;0.828;1.224;2.256
1634;DR8-MJTC0-SX110;Cafeteria;-6;0.515;0.587;0.227;0.348;1.044;1.329
1635;DR8-MJTC0-SX200;Sports Field;0;0.956;0.951;0.821;0.848;1.213;2.003
1636;DR8-MJTC0-SX20;Meeting room;-8;0.525;0.539;0.299;0.365;1.062;1.145
1637;DR8-MJTC0-SX290;River;2;0.758;0.815;0.465;0.562;1.197;1.692
1638;DR8-MJTC0-SX380;Copy machine;-4;0.516;0.526;0.268;0.317;1.057;1.263
1639;DR8-MJTH0-SA1;Living room;0;0.796;0.851;0.603;0.744;1.164;1.856
1640;DR8-MJTH0-SA2;Town square;6;0.937;0.947;0.819;0.843;1.392;2.392
1641;DR8-MJTH0-SI1296;Sports Field;0;0.982;0.975;0.924;0.934;1.312;2.742
1642;DR8-MJTH0-SI1926;City park;4;0.886;0.904;0.711;0.787;1.22;1.773
1643;DR8-MJTH0-SI666;River;2;0.768;0.841;0.527;0.643;1.179;1.682
1644;DR8-MJTH0-SX126;Hallway;0;0.98;0.979;0.923;0.94;1.547;2.467
1645;DR8-MJTH0-SX216;River;4;0.874;0.908;0.723;0.768;1.215;2.228
1646;DR8-MJTH0-SX306;Meeting room;-8;0.554;0.487;0.228;0.173;1.034;1.098
1647;DR8-MJTH0-SX36;River;2;0.955;0.95;0.832;0.856;1.247;2.008
1648;DR8-MJTH0-SX396;Restaurant;-2;0.576;0.673;0.301;0.414;1.08;1.26
1649;DR8-MPAM0-SA1;Meeting room;4;0.778;0.837;0.62;0.741;1.064;1.488
1650;DR8-MPAM0-SA2;Living room;-4;0.746;0.807;0.529;0.588;1.025;1.525
1651;DR8-MPAM0-SI1189;Restaurant;-8;0.427;0.44;0.16;0.152;1.036;1.062
1652;DR8-MPAM0-SI1819;Living room;0;0.74;0.791;0.53;0.634;1.04;1.586
1653;DR8-MPAM0-SI1961;Meeting room;-8;0.609;0.623;0.345;0.393;1.039;1.123
1654;DR8-MPAM0-SX109;Living room;0;0.814;0.848;0.604;0.72;1.049;1.583
1655;DR8-MPAM0-SX199;Metro;4;0.867;0.911;0.658;0.76;1.232;1.85
1656;DR8-MPAM0-SX19;City park;-6;0.398;0.683;0.327;0.367;1.019;1.188
1657;DR8-MPAM0-SX289;Copy machine;6;0.724;0.801;0.555;0.682;1.144;1.705
1658;DR8-MPAM0-SX379;Cafeteria;-4;0.591;0.649;0.299;0.363;1.046;1.331
1659;DR8-MRES0-SA1;Town square;-2;0.845;0.916;0.684;0.819;1.036;2.229
1660;DR8-MRES0-SA2;Living room;-4;0.717;0.788;0.49;0.546;1.053;1.551
1661;DR8-MRES0-SI1217;Living room;-8;0.714;0.815;0.434;0.585;1.022;1.327
1662;DR8-MRES0-SI1847;Bus;2;0.936;0.957;0.811;0.873;1.202;2.697
1663;DR8-MRES0-SI587;Hallway;6;0.977;0.982;0.916;0.929;1.542;2.755
1664;DR8-MRES0-SX137;Sports Field;6;0.943;0.96;0.835;0.899;1.163;2.577
1665;DR8-MRES0-SX227;Meeting room;6;0.869;0.863;0.669;0.706;1.243;1.655
1666;DR8-MRES0-SX317;Metro;4;0.85;0.912;0.601;0.722;1.081;1.999
1667;DR8-MRES0-SX407;Sports Field;-6;0.781;0.883;0.389;0.648;1.021;1.535
1668;DR8-MRES0-SX47;Hallway;2;0.861;0.941;0.632;0.81;1.183;2.185
1669;DR8-MSLB0-SA1;River;-8;0.574;0.665;0.28;0.37;1.038;1.203
1670;DR8-MSLB0-SA2;Town square;-8;0.822;0.889;0.555;0.69;1.023;1.572
1671;DR8-MSLB0-SI1193;Bus;0;0.984;0.976;0.943;0.938;1.627;2.82
1672;DR8-MSLB0-SI1823;Cafeteria;-4;0.722;0.786;0.407;0.528;1.061;1.359
1673;DR8-MSLB0-SI563;Metro;0;0.837;0.856;0.52;0.635;1.099;1.623
1674;DR8-MSLB0-SX113;Subway station;4;0.856;0.885;0.612;0.68;1.156;1.743
1675;DR8-MSLB0-SX203;Town square;4;0.949;0.941;0.769;0.829;1.13;2.221
1676;DR8-MSLB0-SX23;River;-6;0.668;0.775;0.41;0.5;1.042;1.36
1677;DR8-MSLB0-SX293;Restaurant;-8;0.472;0.471;0.169;0.232;1.191;1.122
1678;DR8-MSLB0-SX383;Cafeteria;0;0.703;0.779;0.428;0.525;1.057;1.398
